	HypoPNAF1CNT1	HypoPNAF1CNT3	HypoPNAF1CNT4	HypoPNAF1DHT2	HypoPNAF1DHT4
5031439G07Rik	2	3	0	1	2
Fbln1	1	2	0	1	2
Atxn10	3	2	2	5	10
Wnt7b	1	0	1	0	0
Cdpf1	0	1	0	3	3
Ttc38	0	0	0	0	1
Trmu	1	1	0	1	0
Celsr1	1	0	0	1	0
Gramd4	0	0	0	0	1
Cerk	2	0	3	1	1
Tbc1d22a	1	1	0	1	1
Fam19a5	2	1	1	1	2
Brd1	1	0	1	1	2
Zbed4	1	0	0	0	2
Alg12	1	1	0	0	0
Creld2	1	1	1	1	3
Pim3	2	0	1	2	0
Mlc1	8	1	2	2	1
Panx2	1	0	1	0	1
Trabd	1	0	0	2	2
Selenoo	0	0	0	0	0
Tubgcp6	2	0	0	0	0
Hdac10	0	0	1	1	0
Mapk11	0	0	0	0	2
Plxnb2	2	2	2	3	6
Dennd6b	1	0	1	0	1
Ppp6r2	0	1	0	0	3
Gm26798	0	0	0	0	0
Sbf1	0	0	1	1	2
Miox	0	0	0	1	0
Lmf2	0	0	0	0	0
Ncaph2	5	4	6	2	9
Sco2	0	0	1	0	2
Tymp	1	0	0	1	1
Odf3b	2	0	0	0	0
Chkb	1	1	0	0	0
Mapk8ip2	3	2	4	2	2
Arsa	2	1	1	0	1
C230037L18Rik	0	1	0	1	1
Shank3	1	0	0	1	0
Gm15609	0	0	0	0	0
Rabl2	0	1	1	1	0
Syt10	1	0	0	0	0
Alg10b	1	0	0	0	3
Cpne8	0	0	0	0	1
AC099572.1	0	1	0	0	0
Rpl31-ps8	1	1	0	2	3
Kif21a	3	2	0	0	0
Abcd2	1	2	0	0	1
Slc2a13	0	0	0	0	1
Lrrk2	1	0	0	0	1
Cntn1	5	2	0	3	3
Pdzrn4	0	0	0	0	0
Gm4335	0	1	1	0	0
Gm24447	4	9	5	11	10
Gxylt1	0	0	0	1	1
Yaf2	0	1	0	1	0
Zcrb1	2	4	2	9	3
Pphln1	0	0	0	1	2
Prickle1	1	1	1	2	2
Irak4	0	0	0	0	2
Twf1	0	1	0	4	3
Nell2	1	1	3	2	2
Dbx2	0	1	0	1	1
Ano6	0	1	0	1	2
2610037D02Rik	0	1	0	1	0
Arid2	2	1	1	0	2
Scaf11	0	2	0	3	3
Slc38a1	3	1	0	1	1
Slc38a2	2	1	1	2	5
Amigo2	0	0	1	2	0
Pced1b	1	0	0	0	1
Rpap3	3	0	0	1	2
Rapgef3	0	0	0	1	1
Slc48a1	4	1	3	6	3
Hdac7	1	1	0	3	2
Vdr	0	3	0	0	0
Tmem106c	2	2	2	1	1
Senp1	0	0	0	0	1
Pfkm	3	6	5	1	6
Asb8	0	0	1	2	1
Ccdc184	1	0	0	0	0
Olfr287	1	0	0	0	1
Kansl2	1	1	0	0	1
Ccnt1	1	0	2	2	5
Adcy6	0	0	1	2	1
Cacnb3	1	1	3	1	6
Ddx23	0	1	0	1	1
Rnd1	1	0	1	2	1
Fkbp11	2	0	0	0	1
Arf3	5	5	1	7	8
Wnt10b	0	0	0	2	1
Prkag1	2	0	0	1	3
Kmt2d	3	3	2	2	2
Rhebl1	0	0	0	2	0
Lmbr1l	0	0	0	0	3
Tuba1b	15	19	13	28	35
Tuba1a	16	15	13	8	21
4930578M01Rik	0	0	0	0	0
Tuba1c	6	5	3	6	12
Prph	1	0	0	0	0
Spats2	0	0	0	1	0
Mcrs1	0	2	3	0	2
Prpf40b	0	2	2	0	1
Fmnl3	0	0	0	0	0
Tmbim6	16	14	6	14	15
Nckap5l	0	0	1	0	0
Bcdin3d	1	0	0	0	0
Faim2	19	15	9	9	11
Aqp5	0	0	1	0	0
Racgap1	1	1	0	1	0
Asic1	0	1	0	1	0
Smarcd1	0	1	0	0	3
Gm17349	0	0	0	0	1
AC134548.1	0	0	2	3	0
Gpd1	2	2	6	3	0
Cox14	7	9	6	12	11
Cers5	0	1	2	5	3
Lima1	0	0	0	1	1
Larp4	1	3	1	3	3
Dip2b	0	1	0	0	2
Atf1	0	1	0	0	0
Mettl7a1	5	2	5	8	3
Slc11a2	1	0	1	2	2
Letmd1	0	0	0	1	1
Tfcp2	0	0	0	1	0
Pou6f1	0	0	0	2	1
Dazap2	5	4	3	10	10
Bin2	1	0	0	2	0
Cela1	0	0	1	3	1
Galnt6	0	0	0	0	1
Slc4a8	3	2	2	1	1
Scn8a	0	1	0	0	3
Fignl2	0	0	1	2	0
Acvrl1	1	1	0	2	0
Acvr1b	2	0	0	0	1
Grasp	0	1	0	1	0
Nr4a1	1	1	0	0	0
Atg101	2	1	1	1	5
Krt7	0	0	1	1	0
Krt5	1	0	0	0	0
Krt1	1	1	0	1	0
Krt8	2	1	3	1	0
Krt18	0	1	0	1	1
Eif4b	1	3	2	6	6
Tns2	0	0	0	2	0
Spryd3	1	5	2	4	3
Igfbp6	0	4	2	10	10
Csad	3	2	1	4	4
Zfp740	1	0	3	3	3
Rarg	0	0	0	1	1
Mfsd5	1	0	1	2	3
Pfdn5	18	12	13	31	29
Myg1	2	4	2	0	4
Aaas	0	2	1	1	0
Sp1	0	0	0	2	0
Amhr2	0	0	0	1	6
Gm26518	1	1	1	1	2
Prr13	2	4	1	5	8
Pcbp2	2	4	0	10	7
Map3k12	3	1	1	0	4
Tarbp2	1	0	0	0	0
Npff	0	1	0	0	1
Atf7	1	1	0	0	1
Rpl39-ps	0	1	1	6	4
Atp5g2	1	1	2	15	21
Calcoco1	2	0	0	0	1
Hoxc8	0	0	1	0	1
Cbx5	1	4	1	2	1
Hnrnpa1	5	4	0	5	8
Copz1	1	0	3	4	6
Itga5	0	0	0	1	1
Nckap1l	0	1	1	0	1
Pde1b	3	4	2	2	4
Ppp1r1a	1	3	2	2	1
Glycam1	3	1	5	2	10
Zfp263	0	1	1	1	2
Zfp597	0	1	0	0	1
0a60	1	1	2	1	2
1700037C18Rik	0	1	0	0	2
Cluap1	0	0	1	5	1
Gm15538	0	0	0	1	1
Slx4	0	1	0	0	1
Trap1	2	2	1	1	6
Crebbp	2	3	0	6	7
Adcy9	0	0	0	1	1
Srl	1	0	0	0	0
Glis2	0	0	0	1	0
Pam16	7	5	5	4	3
Coro7	1	0	1	1	1
Vasn	0	0	1	3	1
D0ja3	1	1	1	2	3
Nmral1	0	0	0	0	1
Hmox2	3	1	4	3	2
Cdip1	2	2	4	9	4
Ubald1	4	2	1	4	2
Mgrn1	0	2	1	2	0
Nudt16l1	3	1	1	4	0
Anks3	0	0	0	1	3
Smim22	0	1	0	0	0
Rogdi	2	2	6	3	7
Glyr1	6	1	3	3	5
Ubn1	1	1	1	2	1
AU021092	0	1	1	9	7
Alg1	1	1	0	2	0
Eef2kmt	0	0	0	2	3
Rbfox1	0	2	3	2	1
Mettl22	0	0	2	0	1
Abat	4	5	1	10	3
Tmem186	0	0	1	2	1
Pmm2	0	0	1	3	2
Carhsp1	2	2	2	3	9
Usp7	0	1	1	3	4
1810013L24Rik	0	1	1	1	1
Emp2	0	0	0	0	1
Tekt5	0	1	1	1	0
Nubp1	0	0	0	0	0
Tvp23a	0	0	1	0	0
Dexi	0	0	1	0	0
Clec16a	0	1	2	0	0
Litaf	2	1	0	3	2
Snn	1	0	2	1	2
Txndc11	0	1	0	1	1
Zc3h7a	2	2	0	3	4
Gm23935	1	0	1	1	3
Rsl1d1	0	1	1	5	4
Gspt1	0	2	0	3	1
Snx29	0	0	0	0	0
Cpped1	0	1	1	0	2
Shisa9	1	1	0	0	0
Ercc4	3	1	1	1	0
Mkl2	2	2	0	0	2
Parn	1	1	1	2	6
Bfar	0	1	3	1	2
Rrn3	2	0	0	0	0
Ntan1	2	1	2	7	8
Pdxdc1	1	2	2	3	4
Mpv17l	1	0	0	2	0
2900011O08Rik	1	0	1	5	0
Marf1	1	0	1	0	1
Nde1	0	0	1	3	0
Myh11	1	0	1	1	1
Fopnl	2	3	2	4	2
Abcc1	1	0	0	0	2
S0i2	0	0	0	1	0
Efcab1	0	0	0	0	0
Ube2v2	2	1	0	0	2
CT010522.2	0	0	0	1	0
Mcm4	1	1	0	1	1
Prkdc	0	0	0	4	1
Mzt2	2	1	0	1	3
Cebpd	1	0	0	0	0
Spidr	0	0	0	0	0
Pkp2	0	0	0	0	0
Yars2	0	1	0	0	2
Dnm1l	1	3	0	4	3
Fgd4	0	2	2	1	2
Rpl31-ps12	1	0	0	0	0
Top3b	2	2	0	2	0
Ppm1f	0	1	0	3	4
Mapk1	2	3	5	5	3
Ypel1	1	0	0	0	0
Ppil2	2	2	1	5	7
Sdf2l1	0	1	0	2	2
Ube2l3	4	4	4	5	4
Tmem191c	2	2	1	2	1
Pi4ka	4	0	3	2	3
S0p29	0	2	1	0	3
Crkl	0	1	1	1	1
Aifm3	2	2	0	1	0
Lztr1	4	0	1	0	4
Thap7	0	1	0	1	3
P2rx6	0	0	0	0	1
Slc7a4	2	0	0	2	0
Smpd4	0	0	0	0	1
Med15	0	2	0	3	2
Klhl22	0	3	2	3	2
Dgcr2	0	0	0	2	1
Dgcr14	0	0	1	1	3
Slc25a1	3	13	4	3	5
Dgcr6	5	2	1	3	4
Prodh	1	0	0	0	0
Zdhhc8	1	0	0	0	0
Ranbp1	2	3	0	2	7
Trmt2a	3	1	0	1	0
Dgcr8	0	1	1	2	4
Tango2	3	3	5	4	3
Arvcf	0	1	3	1	0
Comt	7	6	2	7	8
Txnrd2	1	0	1	2	2
05-Sep	0	0	1	0	1
Cldn5	1	3	0	2	6
Ufd1	0	3	1	2	2
2510002D24Rik	0	1	0	1	1
Mrpl40	4	1	0	0	4
Hira	0	0	0	0	2
Klhl24	0	3	1	1	5
Yeats2	0	2	0	1	3
Parl	3	3	1	2	5
Abcc5	2	0	1	2	4
Eif2b5	0	0	1	0	1
Dvl3	0	0	0	3	1
Ap2m1	15	7	5	5	15
Abcf3	0	2	0	2	2
Vwa5b2	0	2	1	1	1
Alg3	0	2	1	1	0
Camk2n2	1	3	0	0	0
Ece2	0	1	0	0	0
Psmd2	7	5	2	5	5
Eif4g1	5	4	1	7	9
Fam131a	2	3	2	0	0
Clcn2	1	0	1	1	1
Polr2h	1	1	0	4	5
Chrd	0	0	1	0	0
Rps10-ps2	0	0	1	3	4
Ephb3	0	1	0	0	0
Magef1	0	1	0	1	1
Vps8	0	0	1	1	2
2510009E07Rik	2	0	0	2	2
Ehhadh	0	0	2	1	0
1300002E11Rik	0	0	0	1	1
Map3k13	0	0	0	0	0
Senp2	0	0	2	0	1
Tra2b	2	6	4	5	11
Gng5-ps	0	0	1	2	0
Etv5	1	0	2	0	1
Dgkg	0	0	0	0	1
Tbccd1	0	0	0	0	1
D0jb11	0	1	1	5	6
AC154540.2	0	1	3	7	5
Eif4a2	10	7	11	18	23
Adipoq	2	13	8	4	10
St6gal1	1	1	1	1	3
Masp1	0	1	0	0	0
Rtp4	0	0	2	1	2
Sst	8	9	6	4	3
Bcl6	0	1	0	0	0
Lpp	0	3	2	5	10
AC115954.1	0	1	1	0	1
P3h2	0	0	0	0	0
Cldn1	0	0	0	1	0
Il1rap	1	1	1	1	1
Ccdc50	0	2	1	4	5
Fgf12	0	0	0	0	1
Mb21d2	0	0	0	0	1
AC154807.1	1	1	0	0	0
Opa1	1	2	2	2	2
Hes1	2	1	1	1	2
Atp13a3	1	0	1	2	1
Tmem44	0	0	0	0	0
Lsg1	1	0	0	1	1
Fam43a	0	0	0	4	1
Xxylt1	5	5	5	7	7
Acap2	3	1	0	0	1
Ppp1r2	1	1	1	1	3
Apod	5	3	0	2	0
Bdh1	1	1	2	0	1
Dlg1	0	0	1	0	3
Pigz	0	0	0	1	1
0610012G03Rik	0	0	3	0	3
Ncbp2	0	2	0	1	5
Senp5	1	0	0	0	0
Pak2	1	1	1	1	4
Pigx	1	0	1	2	2
Cep19	0	0	0	1	1
Nrros	0	0	1	0	1
Fbxo45	0	0	0	1	0
Wdr53	1	1	0	0	0
Rnf168	1	2	0	2	1
Ubxn7	0	0	0	0	3
Tctex1d2	1	0	0	2	2
Pcyt1a	1	0	1	2	1
Tfrc	0	0	1	1	0
Tnk2	4	4	1	1	3
Rubcn	0	2	0	2	2
Fyttd1	0	0	0	3	2
Lrch3	0	1	2	5	0
Iqcg	0	0	0	0	0
Rpl35a	15	17	12	24	43
Lmln	0	0	0	0	0
Osbpl11	0	0	0	0	0
Snx4	0	0	1	5	1
Zfp148	0	0	2	7	3
Slc12a8	0	0	0	1	1
Heg1	1	4	1	3	4
Itgb5	2	0	0	1	1
Umps	3	1	0	2	6
Kalrn	0	1	0	0	0
AC165079.1	0	0	0	1	1
Mylk	1	3	3	11	5
Hacd2	0	1	1	4	2
Adcy5	2	1	0	2	2
Gm25179	1	0	0	0	2
Sec22a	0	0	1	1	1
Pdia5	0	1	0	3	1
Gm5963	1	1	1	0	0
Dirc2	1	0	1	0	1
Hspbap1	1	0	0	0	0
Parp14	0	0	0	0	1
Gm10237	0	1	0	0	2
Dtx3l	0	0	1	1	2
Gm15564	21	41	31	41	48
Kp01	2	0	2	0	1
Fam162a	3	3	3	8	8
Ccdc58	1	1	2	0	0
Iqcb1	0	1	1	0	2
Golgb1	5	5	0	5	12
Hcls1	0	1	1	0	0
Gtf2e1	0	0	0	1	0
Rabl3	0	0	0	2	1
Ndufb4	3	6	5	6	7
AC129539.1	2	2	1	6	9
Fstl1	0	1	1	2	2
Lrrc58	2	0	1	3	8
Gsk3b	1	4	0	2	1
Cox17	0	1	4	1	2
Pla1a	2	0	0	1	0
Adprh	0	1	1	3	9
Timmdc1	1	0	0	1	1
Poglut1	3	1	0	4	1
Tmem39a	1	1	0	3	2
Arhgap31	0	0	1	0	1
B4galt4	0	0	1	0	0
Igsf11	0	0	1	0	1
Lsamp	8	10	2	6	2
Gap43	18	17	13	23	13
Zbtb20	3	6	3	16	20
BC002163	1	1	2	1	4
Ccdc191	0	1	0	1	1
Zdhhc23	0	0	0	0	1
Atp6v1a	11	7	7	10	7
0a50	0	2	1	1	2
Usf3	0	0	0	3	1
Sidt1	0	0	0	0	0
Spice1	0	0	0	0	0
Cfap44	0	0	0	0	0
Boc	0	0	0	0	2
Nepro	0	1	0	0	1
Gtpbp8	1	0	0	1	0
Ccdc80	2	1	1	0	3
Slc35a5	1	0	0	0	0
Atg3	4	8	8	5	11
Cd200	4	5	3	0	1
Tagln3	18	8	7	8	7
Abhd10	0	0	0	1	1
Phldb2	0	1	0	3	0
Plcxd2	1	2	0	0	0
Nectin3	0	0	0	0	1
AC166114.1	0	0	0	0	3
Retnla	1	4	1	0	1
Dzip3	1	0	0	0	0
Ift57	1	0	0	1	1
Cd47	4	2	7	9	4
Bbx	0	1	2	1	7
Gm6767	1	0	0	0	1
Cblb	0	0	0	3	2
Alcam	0	1	1	3	3
Nxpe3	0	1	0	0	0
Zbtb11	0	0	0	0	0
Pcnp	1	3	1	5	6
Trmt10c	1	1	0	0	1
Senp7	0	0	1	3	0
Abi3bp	1	0	0	0	1
Tfg	1	0	2	5	3
Tmem45a	0	1	1	0	1
Tomm70a	3	5	5	3	3
Nit2	0	4	0	1	3
Tbc1d23	0	2	0	1	1
Cmss1	0	0	1	1	1
Filip1l	1	1	2	0	0
Dcbld2	0	1	0	0	0
St3gal6	0	1	0	1	1
Cpox	0	0	1	1	0
Cldnd1	0	1	1	3	5
Riox2	0	0	1	1	3
Arl6	3	0	1	0	1
Gm9816	1	0	1	1	0
Nsun3	0	1	0	1	0
Arl13b	0	0	0	0	0
Pros1	0	2	0	5	7
Epha3	0	1	0	1	0
4930453N24Rik	0	0	0	1	0
Cggbp1	1	2	1	2	3
Chmp2b	0	1	1	0	1
Vgll3	1	0	0	0	1
Cadm2	0	2	0	0	0
Gbe1	0	0	0	0	3
Robo1	0	0	0	1	1
Robo2	2	1	1	1	0
Hspa13	0	0	0	5	2
Samsn1	0	0	0	0	0
Nrip1	2	3	1	4	8
Gm9843	4	2	0	4	7
Usp25	1	1	1	1	1
Mir99ahg	2	0	0	2	1
Gm38071	1	0	0	0	0
Gm37606	1	0	0	0	0
C130023A14Rik	0	0	0	0	1
Cxadr	0	0	0	0	2
Btg3	0	0	1	1	0
D16Ertd472e	1	0	0	0	2
Ncam2	0	0	0	0	0
AC122392.1	1	0	0	1	0
Mrpl39	1	3	1	2	3
Jam2	1	1	2	1	2
Atp5j	27	28	12	53	63
Gabpa	1	1	1	2	0
App	12	15	8	15	22
Cyyr1	1	0	0	1	0
AC123956.1	0	0	0	1	0
Adamts1	0	0	0	1	0
Adamts5	0	1	0	3	5
N6amt1	0	0	0	3	1
Ltn1	0	2	0	1	0
Rwdd2b	1	1	0	0	0
Usp16	0	0	1	2	1
Cct8	8	2	5	6	13
Bach1	0	0	0	0	1
Grik1	1	0	1	0	0
AC110241.1	0	0	0	0	2
Tiam1	0	0	1	1	0
Sod1	8	26	10	32	40
Scaf4	0	0	0	2	1
AC131339.2	0	0	0	1	3
Hunk	2	0	0	0	0
Mis18a	0	2	0	1	0
Mrap	1	1	2	9	8
1110004E09Rik	2	1	0	1	3
Synj1	1	1	1	1	1
Paxbp1	3	0	0	1	0
Olig1	4	1	0	0	1
If0r2	2	1	2	4	4
Il10rb	0	2	1	1	2
If0r1	0	0	0	1	4
Ifngr2	1	0	1	0	3
Tmem50b	3	0	1	4	0
D0jc28	0	1	0	0	0
Gart	0	3	0	0	4
Son	11	5	9	18	36
Donson	0	0	0	0	2
Gm10785	0	0	0	0	1
Cryzl1	4	3	2	3	4
Itsn1	2	1	0	1	3
Mrps6	4	1	0	1	1
Slc5a3	0	2	1	0	0
Smim11	0	1	1	4	4
Rcan1	1	1	0	0	0
Clic6	0	0	0	0	0
Runx1	0	2	3	2	1
Setd4	0	2	0	0	1
Cbr1	3	6	0	2	2
Cbr3	0	0	0	2	1
Dopey2	1	0	1	0	2
2310043M15Rik	0	0	0	0	0
Morc3	1	0	0	0	0
Hlcs	0	0	1	1	1
Pigp	2	4	2	2	1
Ttc3	18	8	6	9	16
Dscr3	0	0	0	1	0
Dyrk1a	1	1	2	3	4
Ets2	1	2	1	4	2
Psmg1	0	0	0	1	0
Brwd1	1	2	1	0	3
Hmgn1	4	5	5	13	17
Wrb	3	3	2	1	3
Sh3bgr	1	0	1	1	1
B3galt5	0	0	0	2	1
Pcp4	1	1	3	0	0
Dscam	1	0	1	0	0
Bace2	0	0	0	2	2
Gm9242	0	0	0	1	3
Prdm15	0	0	0	2	0
C2cd2	1	0	0	4	1
B230307C23Rik	0	0	0	0	1
Gm10232	0	0	0	1	0
AC110534.5	0	0	0	0	2
Scaf8	0	0	1	0	1
AC165953.2	1	1	2	0	0
Tiam2	0	0	0	0	2
AC140300.2	2	2	0	1	1
Arid1b	1	1	0	2	1
Tmem242	6	5	2	3	1
Zdhhc14	0	0	0	0	1
Gm10231	0	0	0	1	1
Snx9	2	0	1	2	5
Synj2	1	1	0	0	0
Gtf2h5	1	2	3	3	7
Tulp4	3	2	1	1	2
Gm5812	1	3	1	0	1
Gm15590	0	0	1	0	0
Tmem181a	0	1	0	1	0
Dynlt1a	0	2	1	1	1
Dynlt1b	2	5	2	5	8
Tmem181b-ps	0	0	0	0	2
Dynlt1c	0	0	0	0	2
Dynlt1f	3	4	1	6	12
Ezr	7	0	2	4	5
AC122413.1	0	0	0	1	1
Tagap1	0	1	0	1	0
Rps6ka2	0	1	1	0	0
Fndc1	0	0	0	0	0
Rsph3a	0	0	0	2	1
Fgfr1op	0	0	0	1	2
Mpc1	3	11	3	6	9
Sft2d1	2	2	1	4	3
Prr18	2	1	0	0	2
Pde10a	1	1	1	1	4
Qk	2	6	1	2	4
Pacrg	0	1	0	0	0
Park2	0	0	0	1	0
Agpat4	1	4	3	2	5
Map3k4	0	1	1	1	1
Igf2r	1	1	3	0	1
Airn	0	0	0	0	0
Mrpl18	2	2	1	3	6
Tcp1	3	5	2	10	14
Acat3	0	1	0	1	0
Acat2	0	1	0	2	2
Wtap	0	1	0	0	0
Sod2	6	4	2	7	5
Afdn	0	0	2	3	4
Gm3355	0	1	1	0	2
Dact2	0	1	0	1	0
Smoc2	0	2	3	5	5
1600012H06Rik	1	1	0	1	2
Phf10	2	0	2	0	1
9030025P20Rik	0	0	0	0	1
Gm3435	1	0	0	0	0
Ermard	2	0	1	0	1
Fam120b	1	0	0	1	4
Psmb1	11	7	13	15	23
Tbp	0	0	0	0	1
Pdcd2	0	0	1	1	1
Chd1	0	0	1	1	0
Rgmb	1	1	0	0	0
AC121151.1	0	0	0	1	0
Gm6712	0	1	0	0	1
Oaz1-ps	6	7	6	12	17
Riok2	0	0	0	2	1
Lix1	0	0	1	0	0
Lnpep	0	1	1	4	2
Spaca6	1	0	0	0	1
Ppp2r1a	4	3	6	5	8
Zfp160	0	0	0	2	0
Gm26384	0	0	0	1	0
Zfp53	0	0	0	0	1
Zfp52	0	0	1	2	3
Zfp995	1	0	0	2	0
Zfp942	1	0	0	0	2
Zfp943	0	0	0	0	0
Zfp994	0	0	0	0	1
Zfp944	1	1	0	0	0
Zfp946	0	0	0	1	0
Zfp945	1	0	0	0	0
Zfp213	0	0	1	0	0
Zfp13	0	0	1	0	2
Thoc6	0	1	0	0	0
Hcfc1r1	3	2	2	3	5
Tnfrsf12a	0	2	0	2	0
Pkmyt1	0	1	0	0	1
Paqr4	1	1	1	1	0
Flywch1	4	4	2	4	7
Flywch2	2	1	0	1	3
Srrm2	11	9	2	8	17
Elob	22	18	11	31	18
Kctd5	2	1	0	0	0
Pdpk1	0	2	0	2	0
Amdhd2	4	2	0	3	2
Atp6v0c	12	3	4	9	15
Tbc1d24	0	1	1	0	2
Tedc2	0	0	0	1	0
Ccnf	0	0	1	2	0
Abca3	2	1	1	1	1
Rnps1	0	3	0	2	2
Eci1	1	5	2	5	6
E4f1	0	1	1	1	1
Pgp	1	2	1	1	2
Mlst8	0	0	1	0	1
Caskin1	0	2	1	3	4
Traf7	0	1	1	0	2
Rab26	0	0	0	3	1
Rab26os	0	1	0	0	0
Pkd1	1	4	0	1	2
Tsc2	0	1	1	1	2
Nthl1	0	0	1	0	0
Slc9a3r2	2	1	0	2	0
Zfp598	0	1	2	2	1
Syngr3	2	1	6	0	1
Gfer	0	0	0	1	0
Noxo1	1	0	0	1	1
Tbl3	3	1	2	1	2
Rps2	15	21	18	41	59
Snhg9	1	0	0	0	0
Ndufb10	19	17	11	12	15
Msrb1	1	1	2	0	2
Hagh	4	2	2	5	3
Fahd1	0	1	1	3	2
Nubp2	0	1	1	3	3
Spsb3	3	2	0	0	2
Mapk8ip3	5	3	1	0	0
Mrps34	3	2	2	3	6
Jpt2	1	1	0	1	2
Ift140	0	0	0	2	0
Tmem204	0	0	0	0	1
Telo2	1	1	1	2	1
Clcn7	3	1	1	1	4
BC003965	3	2	1	3	4
Unkl	2	1	0	1	1
Gnptg	1	4	1	1	6
Tsr3	0	0	2	1	4
Baiap3	5	5	1	6	7
Ube2i	2	3	1	4	6
Cac01h	0	0	1	0	2
Tekt4	0	0	0	0	0
2810468N07Rik	1	0	1	0	0
Lmf1	0	0	0	0	2
Gng13	0	2	1	4	1
Rpusd1	3	0	1	3	2
Msln	0	0	0	0	0
0rfl	0	0	0	1	1
Haghl	4	3	4	5	4
Ccdc78	0	0	0	0	0
Fam173a	9	5	3	5	8
Metrn	2	0	0	2	1
Fbxl16	2	0	0	3	1
Wdr24	0	0	0	0	1
Jmjd8	0	3	0	0	2
Stub1	4	4	1	9	7
Rhot2	1	1	0	0	1
Wdr90	0	1	0	1	0
Mcrip2	0	0	0	2	0
Mettl26	5	5	1	10	3
Rab40c	2	8	3	2	1
Gm10012	0	0	0	1	0
Pigq	1	3	3	1	2
Capn15	0	1	1	0	0
Rab11fip3	1	0	1	0	0
Decr2	0	1	0	0	0
Nme4	0	2	1	0	1
Gm8186	1	4	2	4	5
Mrpl28	5	1	5	3	4
Axin1	0	1	1	1	1
Arhgdig	3	4	1	3	3
Rgs11	3	0	1	1	0
Fam234a	0	0	0	2	1
Luc7l	0	2	0	3	1
Gm16580	0	0	1	1	0
Neurl1b	0	0	0	1	0
Dusp1	0	0	0	0	0
Ergic1	2	3	0	2	4
Atp6v0e	2	3	5	5	12
Crebrf	0	0	0	0	1
Bnip1	0	0	0	0	2
Cuta	1	2	2	3	6
Syngap1	0	0	0	0	0
Ggnbp1	0	1	0	2	1
Bak1	0	1	1	1	1
Itpr3	1	0	0	2	0
Uqcc2	9	12	6	12	12
Lemd2	1	1	1	0	0
Gm26724	0	1	1	0	0
Hmga1	1	1	0	2	2
AI413582	4	5	4	6	6
Nudt3	8	8	8	3	3
Rps10	8	14	8	32	50
Pacsin1	10	3	3	4	1
D17Wsu92e	1	3	0	1	3
Snrpc	1	2	2	2	2
Uhrf1bp1	0	0	1	0	2
Taf11	0	1	0	2	0
Anks1	1	0	0	0	5
4930526A20Rik	0	0	0	0	0
Zfp523	1	1	0	1	1
Rpl10a	14	9	16	40	51
Tead3	0	0	0	1	0
Fkbp5	3	3	6	6	13
Lhfpl5	0	0	0	0	1
Srpk1	1	0	0	1	2
Mapk14	2	2	1	2	1
Brpf3	0	0	1	3	1
Kctd20	1	1	0	2	1
Stk38	0	1	0	2	1
Srsf3	2	2	3	3	11
Cdkn1a	1	2	4	2	2
Cpne5	0	0	0	0	0
Ppil1	1	0	1	2	1
BC004004	3	1	1	1	1
Pi16	5	2	1	2	1
Mtch1	8	7	3	7	7
Fgd2	0	0	0	0	0
Pim1	0	0	0	0	1
Tbc1d22b	0	0	0	2	3
Cmtr1	0	0	2	0	0
Ccdc167	1	1	0	3	1
Zfand3	0	1	1	6	1
Btbd9	0	1	4	0	1
Glo1	3	0	2	9	6
Abcg1	1	0	0	1	2
Rsph1	1	0	0	1	0
Pde9a	0	0	0	1	1
Ndufv3	8	8	4	16	15
Pknox1	0	0	0	2	1
Cbs	1	0	2	0	0
U2af1	4	1	1	3	7
Rrp1b	0	0	0	0	0
Gm17276	0	0	0	0	0
Notch3	2	3	2	2	0
Brd4	0	0	0	2	3
Akap8	0	0	1	2	5
Akap8l	1	2	3	1	5
Wiz	0	0	1	0	1
Cyp4f17	0	0	1	0	0
Cyp4f16	0	0	0	2	0
Zfp871	0	2	1	0	1
Zfp799	1	1	0	0	0
Cyp4f14	1	1	0	0	0
Cyp4f13	0	0	1	0	1
Zfp952	0	0	0	0	0
Zfp763	0	0	0	0	1
Zfp955b	0	0	0	1	0
Zfp81	1	0	0	1	1
Zfp101	0	1	0	1	0
Adamts10	0	2	1	5	1
Myo1f	2	0	0	1	0
Zfp414	0	1	2	0	0
Hnrnpm	1	1	2	7	10
Rab11b	5	3	5	11	10
Gm17251	0	1	0	0	1
Angptl4	1	1	1	6	5
Kank3	0	0	1	1	1
Rps28	13	20	12	48	61
Ndufa7	13	15	11	21	30
Cd320	0	1	4	1	5
Kifc1	1	1	0	0	0
BC051226	0	0	1	1	1
Daxx	0	1	0	1	2
Tapbp	1	1	2	2	3
Zbtb22	2	0	1	2	1
Gm19412	1	0	0	0	1
Rgl2	2	1	4	1	7
Pfdn6	8	8	5	3	13
Wdr46	0	2	0	0	1
Rps18	42	32	25	104	140
Vps52	0	0	0	2	0
H2-K2	0	0	1	1	0
H2-K1	3	7	4	14	13
Ring1	2	2	1	4	0
Slc39a7	0	1	0	0	0
Rxrb	1	3	1	0	3
Col11a2	0	0	0	0	0
Brd2	2	1	2	2	5
H2-DMa	1	0	3	1	2
H2-DMb1	0	0	0	3	1
Psmb9	0	2	1	0	3
Tap1	0	0	0	0	2
Psmb8	1	0	2	3	5
Tap2	0	2	0	1	2
H2-Ob	0	0	2	0	2
H2-Ab1	0	4	5	12	16
H2-Aa	1	0	5	10	14
H2-Eb1	1	3	0	8	7
Gpsm3	1	0	1	0	0
Pbx2	1	0	1	2	1
