	OvaryPNAF1CNT2	OvaryPNAF1CNT3	OvaryPNAF1CNT4	OvaryPNAF1DHT1	OvaryPNAF1DHT2	OvaryPNAF1DHT4
Gm25082	0	0	1	1	0	1
Col23a1	5	4	8	4	5	4
Phykpl	42	89	85	53	41	94
Hnrnpab	347	840	668	434	310	1074
Nhp2	245	754	562	306	242	502
Rmnd5b	132	329	292	166	116	329
N4bp3	13	63	49	18	12	60
D930048N14Rik	2	7	10	5	4	19
0610009B22Rik	106	233	241	105	69	146
Sec24a	58	123	81	73	63	185
Gm25291	1	1	0	1	0	0
Sar1b	183	446	351	247	211	291
Jade2	37	75	84	35	26	85
Gm39822	2	0	1	0	0	1
Gm26551	0	1	3	5	0	6
Cdkn2aipnl	39	122	98	66	44	144
Ube2b	271	567	645	355	264	525
Gm12204	0	0	0	0	0	0
Cdkl3	7	18	23	6	3	10
Ppp2ca	197	493	335	246	187	680
9430098F02Rik	1	1	0	0	1	1
Olfr1372-ps1	0	1	4	1	0	2
Skp1a	689	1419	1390	801	642	873
Gm12207	1	3	2	3	4	3
Tcf7	28	77	44	35	25	85
A630014C17Rik	2	1	2	2	2	2
Vdac1	293	628	521	323	243	779
9530068E07Rik	218	482	471	272	223	658
Fstl4	1	1	0	1	0	0
Gm11189	1	7	3	4	1	1
Hspa4	230	499	402	276	224	525
Zcchc10	41	101	75	47	33	84
Aff4	172	350	319	185	146	455
Gm25930	0	2	0	1	0	3
Uqcrq	446	1115	921	533	379	889
Gdf9	35	178	105	66	31	107
Gm10447	1	0	0	0	0	0
Shroom1	4	14	7	8	8	12
Gm12212	1	0	0	2	0	0
Sowaha	2	3	1	1	0	6
Gm9945	0	0	0	0	0	0
Rpl9-ps3	12	14	14	15	7	42
08-Sep	42	89	42	50	34	113
A430108G06Rik	2	2	1	0	0	1
Kif3a	60	179	123	91	77	117
Il4	0	0	2	0	0	1
Il13	0	0	0	0	1	1
Rps2-ps4	3	3	2	0	2	2
Rad50	61	121	99	69	67	117
Gm22275	0	1	0	2	0	0
Il5	1	0	3	1	1	3
Gm12214	0	1	3	0	0	1
Gm12213	2	0	3	3	1	0
Irf1	40	144	114	62	44	137
Gm17334	1	4	7	3	1	5
Gm12216	45	92	122	48	40	153
Slc22a5	39	107	56	39	48	115
Gm12218	0	0	1	2	0	3
Slc22a21	16	37	24	18	11	93
Gm12219	0	1	0	0	0	2
Slc22a4	4	2	1	1	1	2
Pdlim4	214	524	709	267	239	517
P4ha2	26	72	42	26	18	54
Gm12222	3	4	5	1	2	18
Csf2	0	1	1	0	0	0
Acsl6	3	3	0	1	4	4
Meikin	0	0	0	0	0	1
Gm12226	0	0	3	1	2	1
Gm12225	0	0	1	0	0	7
Fnip1	48	117	93	47	45	143
Rapgef6	78	146	110	105	71	143
Cdc42se2	51	130	118	61	47	129
Gm12229	3	1	3	1	1	3
Lyrm7os	0	1	2	1	0	0
Lyrm7	4	14	11	7	1	11
Hint1	717	1596	1299	842	767	1163
Gpx3	2032	3962	4335	1541	1640	2917
Tnip1	89	217	192	111	73	325
Gm12230	0	2	0	0	0	1
Anxa6	196	592	384	228	209	539
Ccdc69	26	56	34	23	24	46
Gm2a	941	2128	1915	1174	913	2749
Gm12231	11	15	20	15	3	26
Slc36a3	5	11	5	7	5	12
Slc36a3os	0	5	2	1	8	8
Slc36a2	7	20	4	12	8	21
Slc36a1os	1	1	0	1	1	0
Slc36a1	24	53	33	24	13	72
Fat2	0	0	0	2	0	3
Sparc	2666	5378	3630	2922	2302	4962
Atox1	214	817	559	258	163	586
G3bp1	148	456	328	233	153	524
Glra1	1	0	1	0	0	0
Gm12236	0	0	0	0	0	1
Nmur2	0	0	1	0	0	0
Gm12240	0	0	0	0	0	0
Gm24253	1	0	1	0	1	0
Gria1	0	0	2	3	0	0
Gm12242	16	20	10	15	8	35
Fam114a2	118	219	220	137	92	343
Mfap3	69	204	180	108	76	232
4933424L21Rik	0	0	1	0	1	0
Galnt10	34	112	105	46	31	120
4933426K07Rik	2	0	1	0	0	0
2010001A14Rik	12	30	43	8	13	29
Sap30l	29	65	51	38	23	161
Gm12244	2	1	2	0	0	2
Gm12245	3	8	3	0	2	7
Larp1	138	374	271	180	126	440
Gm12248	32	103	47	27	28	57
Gm12247	0	0	0	1	1	2
Cnot8	77	208	158	108	72	160
Gemin5	21	49	51	26	15	72
Mrpl22	80	277	194	119	83	170
Gm12250	2	1	3	4	1	1
Igtp	12	29	24	14	18	45
Irgm2	33	85	75	37	36	125
4930438A08Rik	0	0	0	1	0	0
Zfp692	24	75	56	31	17	50
Zfp672	38	108	77	59	33	105
1700047K16Rik	0	1	3	1	0	3
Sh3bp5l	33	79	74	17	20	87
Lypd8	0	1	2	0	0	0
Gm12251	13	37	32	8	4	99
1810065E05Rik	1	0	2	0	0	0
Gm12254	20	42	25	14	9	127
Olfr330	0	1	0	0	0	0
Olfr329-ps	0	2	2	1	0	0
Olfr328	0	0	1	0	0	0
2210407C18Rik	6	13	3	5	6	15
Olfr316	0	1	1	1	0	1
Olfr315	0	0	3	0	1	1
Fam183b	2	3	8	12	4	13
Gm12258	10	20	21	10	7	27
2810021J22Rik	11	31	21	9	13	24
Zfp39	7	19	10	9	6	21
Gm12256	1	2	0	0	0	0
Gm12257	1	1	0	1	0	0
Rnf187	87	214	218	110	66	385
Hist3h2ba	1	2	2	1	0	1
Hist3h2bb-ps	0	0	0	0	1	0
Hist3h2a	14	29	42	14	11	45
Trim17	0	0	1	1	1	0
Gm44313	0	1	0	0	0	0
2310058D17Rik	5	8	15	10	3	5
Trim11	20	63	68	17	23	94
Obscn	0	1	5	2	0	3
Iba57	17	40	31	18	20	57
Gjc2	9	4	11	4	1	8
Guk1	119	421	347	146	127	254
2610507I01Rik	27	52	70	43	32	22
Mrpl55	90	260	178	100	67	167
Gm10434	0	0	3	1	1	0
2310033P09Rik	84	161	248	97	74	215
Arf1	342	999	737	427	328	1023
Wnt9a	0	11	6	4	4	7
S0p47	63	203	145	80	42	128
Jmjd4	17	32	24	10	18	39
Zfp867	20	53	38	25	14	42
Gm12263	0	1	1	0	0	2
Zkscan17	27	93	59	41	31	102
4933439C10Rik	11	38	46	19	17	34
Nlrp3	1	4	1	0	0	0
Gm12261	0	0	1	0	0	1
Mprip	243	557	453	297	215	768
1700007J10Rik	4	5	0	6	2	3
Gm12264	2	2	1	1	2	2
Pld6	0	4	2	2	1	5
Flcn	34	66	65	40	24	66
Gm16062	17	32	16	6	14	20
Gm24939	0	0	1	0	0	0
Cops3	94	244	191	119	87	224
Nt5m	32	72	76	38	24	86
1810063I02Rik	0	0	1	0	0	0
Med9os	1	8	6	2	1	3
Med9	30	126	97	60	43	124
Rasd1	39	100	409	57	37	42
Pemt	7	31	23	14	7	22
Rai1	57	160	107	64	51	177
4930412M03Rik	1	2	0	0	1	1
Srebf1	57	153	105	70	38	211
Tom1l2	41	130	124	48	48	147
Gm12265	0	1	0	1	1	0
Gm12266	1	0	0	0	0	1
Drc3	2	9	4	7	2	8
Atpaf2	35	82	54	37	28	74
Gid4	48	82	81	54	35	119
Gm12268	0	0	0	0	0	1
Gm12267	1	0	2	4	0	17
Drg2	49	172	149	63	49	145
Myo15	0	1	2	1	0	0
Alkbh5	104	223	145	132	94	360
Gm12622	1	1	5	1	0	0
Gm26837	0	0	0	0	0	0
Gm12623	0	0	0	0	1	1
Gm12615	1	1	0	0	0	1
Llgl1	31	74	57	44	31	109
Flii	96	233	196	117	99	248
Mief2	23	61	81	25	17	92
Top3a	16	41	32	19	15	30
Smcr8	16	30	32	25	17	65
Shmt1	9	36	45	24	17	23
Gm24945	0	1	0	0	0	3
Gm12618	0	0	0	1	0	1
Dhrs7b	48	148	120	71	46	135
Tmem11	78	266	227	111	71	135
Gm26534	4	7	10	6	4	8
0td1	31	58	41	20	16	75
Map2k3os	3	15	10	2	1	5
Map2k3	63	159	109	65	46	161
Kcnj12	0	0	0	0	1	1
Tnfrsf13b	3	12	4	2	2	1
Usp22	114	261	211	134	89	418
Rps13-ps5	1	4	8	2	7	5
Aldh3a1	2	2	2	1	0	1
Aldh3a2	59	124	153	73	40	135
Slc47a2	2	4	18	3	4	4
Slc47a1	6	7	24	4	2	5
Gm45605	0	6	2	1	3	2
Rnf112	0	0	0	0	0	8
Mfap4	39	231	134	39	39	104
Mapk7	13	50	33	18	12	49
B9d1os	0	1	0	1	1	1
B9d1	39	141	112	54	45	85
Epn2	34	99	108	42	34	93
Grap	19	58	38	23	19	47
Slc5a10	0	2	1	0	4	1
Fam83g	12	32	28	15	12	33
Prpsap2	38	97	65	40	40	84
Ulk2	55	121	102	70	42	197
A530017D24Rik	16	41	28	23	14	48
Gm26964	0	0	0	0	1	2
Akap10	20	61	35	30	17	75
Specc1	12	26	17	8	9	25
Adora2b	4	14	4	5	7	11
Zswim7	16	77	77	35	31	59
Ttc19	30	89	72	44	29	102
Gm12275	0	1	0	1	0	5
Ncor1	245	483	356	309	211	626
Gm12276	1	7	6	2	1	8
Pigl	11	28	32	22	11	28
Gm12278	0	0	0	1	0	3
Cenpv	32	85	71	28	26	118
Gm12279	0	2	4	1	2	0
Ubb	2013	4828	3984	2412	2011	2703
Gm12280	0	0	0	0	0	0
Trpv2	9	30	22	17	12	41
2410006H16Rik	344	688	928	407	355	483
Snord49b	18	5	14	21	7	9
Snord49a	0	0	1	1	1	3
Snord65	5	3	9	4	3	11
Lrrc75a	32	94	78	36	31	197
Lrrc75aos2	0	0	0	1	0	0
Lrrc75aos1	1	0	2	0	1	0
Mmgt2	80	157	153	72	63	154
Zfp287	4	20	8	9	4	17
Wsb2-ps	0	3	0	0	1	0
Zfp286	9	18	15	9	7	11
Gm24151	3	0	0	0	3	1
Trim16	10	29	7	19	13	35
Fbxw10	2	7	6	1	3	3
Tvp23b	150	258	363	147	130	299
Tvp23bos	0	2	3	0	0	0
Pmp22	81	247	136	82	73	159
Gm12285	2	0	7	2	0	4
Gm12286	3	22	9	3	3	18
Hmgb1-ps3	1	5	2	2	1	7
Hs3st3b1	8	8	11	5	3	13
Cox10	28	59	47	34	19	87
2810001G20Rik	23	62	54	26	27	35
F930015N05Rik	0	0	1	0	1	0
Hs3st3a1	3	1	4	2	0	6
Elac2	33	101	74	28	17	84
Arhgap44	6	13	7	6	2	25
Gm12294	1	1	0	1	0	1
Gm12293	0	0	0	0	0	1
Myocd	13	26	18	13	9	20
Gm12295	3	1	0	0	3	1
Map2k4	55	138	95	82	42	198
Mir744	1	2	0	1	0	0
Zkscan6	16	46	45	27	14	36
D0h9	0	2	6	5	1	6
Gm12296	2	1	2	0	0	0
Shisa6	27	44	58	27	21	58
Gm12297	0	2	1	0	0	0
Tmem220	16	32	47	21	9	45
Adprm	30	53	65	27	30	59
Sco1	21	53	46	17	14	43
Myh2	0	1	1	0	0	0
Myh1	0	0	0	0	0	1
Myhas	0	0	0	1	0	1
Myh4	8	6	1	0	22	0
Myh13	0	1	1	0	0	2
Gas7	31	121	57	37	24	102
Glp2r	0	0	0	0	0	1
Dhrs7c	0	1	2	0	0	0
Usp43	7	10	6	5	4	14
9130017K11Rik	5	8	3	5	2	11
Cfap52	0	2	0	1	1	2
Stx8	81	164	152	94	85	134
Gm26157	0	0	1	0	1	0
C78197	0	0	1	0	0	2
Ntn1	6	6	12	3	1	8
Pik3r5	6	11	6	4	3	9
Pik3r6	12	30	34	14	10	29
Mfsd6l	0	0	1	2	0	2
Ccdc42os	0	1	2	0	0	0
Ccdc42	2	2	2	2	1	4
Myh10	65	158	128	91	71	144
Ndel1	67	179	177	95	71	194
Rnf222	1	1	2	0	0	1
Rpl26	1852	2716	2890	2091	2001	2461
Arhgef15	17	54	60	26	14	70
Slc25a35	12	69	130	26	18	35
Rangrf	37	150	109	53	58	52
Pfas	26	72	63	39	32	84
Ctc1	38	142	115	70	39	142
Aurkb	20	79	51	37	35	63
9330160F10Rik	5	15	8	10	5	13
Borcs6	18	54	48	21	11	73
Tmem107	32	106	73	44	23	53
Snord118	95	141	143	65	67	91
Vamp2	61	199	157	64	49	212
Per1	27	64	54	22	27	85
9130213A22Rik	0	3	3	3	0	7
Hes7	2	4	6	3	0	3
Aloxe3	0	3	2	0	0	5
Alox12b	0	1	1	0	2	0
Alox8	0	1	0	0	2	1
Gucy2e	0	1	1	0	0	2
Cntrob	17	47	22	22	14	56
Trappc1	249	635	425	308	252	405
Kc0b3	115	221	225	147	88	378
Kc0b3os	7	19	20	10	4	14
Chd3os	30	38	31	30	19	45
Chd3	161	376	310	171	144	375
Gm22442	0	2	0	0	2	1
Cyb5d1	12	37	28	10	9	15
0a38	140	430	366	202	129	359
Tmem88	42	124	123	48	40	112
Kdm6b	49	96	83	60	37	95
Kdm6bos	3	4	5	1	2	2
D0h2	2	2	27	6	0	1
D0h2os	2	11	13	2	1	5
Efnb3	3	13	13	9	3	12
Wrap53	9	32	34	22	12	27
Trp53	60	261	150	85	71	181
Atp1b2	70	220	225	64	49	368
Shbg	6	12	8	6	3	7
Sat2	39	115	91	44	43	70
Gm12308	0	0	0	2	0	2
Fxr2	43	129	112	61	54	191
Mir467f	0	5	3	1	0	0
Sox15	0	1	3	0	0	2
Mpdu1	143	301	322	183	141	220
Mir1934	0	0	0	0	0	0
Cd68	45	125	65	64	49	62
Eif4a1	680	1772	1215	958	707	1582
Gm25835	1	3	2	1	0	4
Senp3	46	126	82	51	34	153
Tnfsf13os	9	17	13	11	5	13
Tnfsfm13	1	3	1	2	1	1
Tnfsf13	6	14	9	5	5	2
Tnfsf12	8	25	10	6	4	40
Polr2a	84	197	126	102	60	225
Zbtb4	66	120	136	80	67	266
Chrnb1	5	14	9	9	3	12
Fgf11	2	12	10	4	6	13
Tmem102	2	1	3	2	3	2
Spem1	0	3	1	0	0	2
Nlgn2	33	110	49	30	33	85
Tmem256	421	893	950	430	328	653
Plscr3	69	200	120	58	55	214
Tnk1	1	1	1	1	1	6
Tmem95	0	0	0	0	0	1
Kctd11	18	32	12	14	4	27
Acap1	2	6	3	1	0	3
2810408A11Rik	1	11	12	6	0	11
Neurl4	19	82	82	34	22	107
Gps2	38	160	127	57	38	124
Eif5a	716	1917	1346	896	727	1363
Ybx2	2	7	5	0	2	6
Slc2a4	4	7	4	6	5	6
Gm12310	0	1	0	0	0	0
Cldn7	1	6	3	6	1	6
Elp5	102	256	205	155	87	197
Gm44349	1	1	2	1	1	0
Ctdnep1	74	171	151	101	79	276
Gabarap	366	1033	779	441	355	776
Phf23	51	128	112	52	40	175
Dvl2	33	66	60	43	29	76
Acadvl	131	326	358	179	123	298
Dlg4	21	84	52	42	26	59
Asgr1	34	107	42	38	42	102
Asgr2	1	15	21	7	0	10
Gm12311	0	1	0	0	0	2
Mgl2	9	17	43	7	8	12
Clec10a	7	13	27	3	8	8
Slc16a11	22	45	49	11	15	42
Slc16a13	9	36	25	17	17	58
Bcl6b	23	69	66	24	18	47
Mir497b	0	0	1	1	1	0
Mir497	1	0	1	0	0	3
Mir195a	0	1	3	1	0	0
0610010K14Rik	1	3	6	3	3	4
Gm21988	0	3	0	0	0	0
R0sek	1	5	1	1	0	2
Alox12	17	24	30	16	9	27
Alox12e	0	0	0	3	0	3
Alox15	0	0	2	2	1	11
Gm12312	0	0	0	0	0	0
Pelp1	26	89	69	39	25	104
Arrb2	22	51	41	19	14	58
Med11	33	93	58	44	37	88
Cxcl16	31	106	91	30	29	66
Zmynd15	3	12	10	4	5	4
Tm4sf5	14	24	18	11	5	22
Vmo1	1	6	1	1	0	2
Gltpd2	0	0	0	0	0	0
Psmb6	501	1160	954	568	462	779
Pld2	19	44	31	22	12	46
Mink1	24	84	51	33	19	61
Gm12316	2	1	2	0	0	1
Slc25a11	113	319	319	164	132	311
Rnf167	61	193	211	82	68	147
Pfn1	479	1739	1176	605	425	1125
Gm12319	0	2	0	0	0	0
Eno3	10	71	37	25	18	50
Spag7	249	475	453	276	196	445
Camta2	24	66	41	29	20	83
Inca1	4	7	9	7	1	8
Kif1c	79	159	138	96	73	276
Gm12318	0	4	2	2	0	15
Zfp3	6	10	12	5	2	10
Scimp	2	3	1	1	1	3
Rabep1	148	191	200	137	106	266
Gm19967	8	11	15	7	5	13
Rpl23a-ps2	8	8	8	8	3	30
Gm12322	1	1	1	1	1	9
Nup88	56	180	128	78	74	138
Rpain	51	157	143	54	32	92
C1qbp	168	571	286	256	194	385
Dhx33	26	67	70	30	27	78
Derl2	71	217	142	89	70	181
Mis12	47	91	86	60	46	96
6330403K07Rik	6	13	13	7	1	11
Gm12321	0	2	0	1	1	0
Nlrp1a	0	2	1	2	0	0
Nlrp1b	1	4	1	2	1	0
Nlrp1c-ps	1	0	0	0	1	1
9230020A06Rik	0	2	0	0	0	0
Wscd1	4	21	15	5	5	18
Aipl1	1	4	2	1	2	1
Pimreg	19	71	47	27	20	42
Pitpnm3	0	1	5	2	1	4
4933427D14Rik	19	52	54	32	15	53
Gm43951	0	0	1	0	1	1
Txndc17	268	650	578	348	312	496
Med31	64	176	173	79	81	98
4930563E22Rik	8	16	17	3	3	3
Slc13a5	0	2	0	2	0	2
Xaf1	73	145	97	83	65	136
Tekt1	2	3	1	5	1	4
Smtnl2	19	12	21	5	8	33
Ggt6	2	2	4	2	0	1
Mybbp1a	71	240	122	102	73	222
Spns2	18	33	65	22	15	62
Spns3	0	1	1	1	2	0
Gm12712	0	0	2	0	0	2
Ube2g1	78	170	121	81	56	200
Ankfy1	62	149	99	76	62	223
Cyb5d2	10	28	31	16	10	32
Zzef1	72	119	83	88	48	197
Gm6733	1	3	3	2	3	2
Atp2a3	3	6	12	2	4	8
P2rx1	1	5	3	2	2	2
4732414G09Rik	1	2	2	2	0	1
Camkk1	6	19	7	11	3	17
Ncbp3	49	119	87	65	49	131
Itgae	1	3	5	3	1	3
Haspin	3	9	7	5	2	6
P2rx5	0	4	0	1	0	3
Emc6	119	299	233	141	101	248
Tax1bp3	128	375	306	152	122	97
Ctns	17	35	19	14	6	35
Shpk	7	22	20	4	8	29
Trpv3	0	1	1	2	2	3
Aspa	5	16	13	13	9	13
Spata22	0	1	0	0	0	0
Zfp735	0	1	0	0	0	0
Gm12328	0	0	2	0	0	3
Zfp616	0	1	1	1	0	4
Gm12331	0	3	0	0	2	1
Rap1gap2	2	9	3	11	8	13
Ccdc92b	2	1	1	0	1	0
Cluh	82	259	166	97	62	275
Pafah1b1	209	423	384	217	185	560
Mettl16	54	117	117	59	54	103
Mnt	21	63	43	43	26	89
Sgsm2	17	58	44	24	13	69
Tsr1	69	120	93	92	76	160
Snord91a	0	1	0	0	1	0
Srr	42	105	91	47	38	86
Smg6	69	133	105	90	71	125
Gm22733	0	0	0	1	2	0
Gm28180	0	0	0	0	0	0
Gm12333	0	0	1	2	0	0
Gm12335	1	0	4	1	0	2
Rps12-ps19	5	2	4	5	3	10
Hic1	25	65	33	20	14	66
1700016P03Rik	3	3	7	3	2	1
Mir132	0	1	0	0	0	0
Ovca2	19	36	31	15	11	77
Dph1	13	45	39	24	20	11
Rtn4rl1	18	63	43	29	25	96
Rpa1	46	185	130	87	56	137
Smyd4	18	35	38	21	21	35
Serpinf1	114	370	240	143	111	267
Gm12337	4	8	3	4	3	16
Serpinf2	0	0	1	0	0	0
Wdr81	26	56	49	26	19	78
Mir22hg	46	82	70	54	40	124
Tlcd2	26	71	50	41	40	77
Prpf8	143	359	227	150	116	387
Rilp	2	6	3	4	2	5
Scarf1	26	50	31	27	17	42
Gm45606	0	2	3	4	0	1
Slc43a2	22	60	58	33	27	90
Pitp0	144	342	236	180	134	426
4931413K12Rik	2	0	1	0	0	0
Gm12338	136	231	270	159	123	235
Inpp5k	48	102	92	64	41	108
Myo1c	119	303	219	113	91	300
Crk	128	280	208	177	136	348
Ywhae	386	965	641	459	359	1122
Gm26836	2	4	5	7	2	5
Doc2b	16	35	22	19	19	36
Gm12339	0	4	3	2	1	1
Rph3al	10	57	33	13	12	27
Gm16075	0	5	7	2	1	5
1700016K19Rik	0	0	0	2	0	1
Rflnb	38	82	53	38	16	79
Vps53	41	146	135	69	63	136
Glod4	123	352	383	199	134	256
Gm12340	1	0	2	0	0	2
Fam57a	10	27	19	7	5	34
Gemin4	4	1	3	0	2	5
Dbil5	0	2	1	1	1	1
Mrm3	19	58	35	22	17	30
Nxn	51	150	73	44	38	186
Timm22	82	221	177	106	109	176
Abr	29	91	59	53	29	107
Gm12341	3	22	26	7	8	39
Rpl36-ps2	79	185	157	96	82	263
Gm26780	0	0	0	0	0	0
Bhlha9	0	0	2	0	0	0
Tusc5	1	4	1	2	2	6
Gosr1	47	97	97	46	41	93
Cpd	107	182	135	124	96	252
Tmigd1	2	4	3	5	1	7
Blmh	167	488	412	280	192	415
Slc6a4	0	2	2	0	0	4
Nsrp1	83	186	169	103	79	151
Efcab5	0	2	0	0	0	2
Gm12344	0	2	8	0	1	2
Gm12345	0	0	1	1	1	2
Gm45027	1	0	0	2	0	0
Ssh2	34	77	63	46	35	91
Gm12346	101	204	156	132	96	276
Coro6	1	1	1	1	2	3
Ankrd13b	4	18	13	9	6	16
2210008F06Rik	0	2	1	1	0	1
Git1	28	97	58	37	31	102
Trp53i13	8	69	42	13	12	33
Abhd15	0	8	3	5	1	2
Gm10392	1	0	0	0	0	2
Taok1	151	347	261	204	168	460
Gm12734	4	9	3	1	4	4
Gm12732	27	22	17	35	25	88
Gm12733	0	0	1	0	0	5
Nufip2	107	225	195	129	94	256
Cryba1	2	2	0	2	3	0
Gm11191	0	6	2	1	0	14
Myo18a	83	197	171	101	66	252
Gm10277	0	0	0	1	1	1
Pipox	6	7	1	6	6	3
Gm11190	0	1	0	0	0	2
Sez6	2	6	10	6	2	8
Phf12	43	114	93	51	39	160
Dhrs13os	0	2	0	1	0	3
Dhrs13	12	37	38	20	8	63
Flot2	72	201	116	104	65	253
Eral1	23	64	68	31	16	55
Fam222b	40	77	66	45	30	75
Gm12571	0	2	2	1	0	0
Traf4	13	64	61	22	18	70
Nek8	22	62	68	14	14	37
Tlcd1	42	129	129	72	56	147
Rpl23a	2145	3184	3237	2401	2058	2998
Snord42a	2	3	4	1	0	1
Snord4a	0	3	0	1	0	1
Snord42b	3	4	6	8	7	2
Rab34	99	343	206	135	114	355
Proca1	10	24	17	20	11	20
Supt6	75	178	143	92	67	213
Sdf2	264	532	494	272	196	330
2610507B11Rik	116	324	237	176	146	365
BC030499	3	3	2	2	1	6
Spag5	13	31	30	21	6	56
Aldoc	17	53	88	28	14	83
Pigs	60	174	140	75	52	221
Unc119	41	115	80	41	41	235
Slc13a2	0	0	1	0	0	1
Slc46a1	33	115	35	30	30	69
Sarm1	1	1	0	2	0	2
Vtn	2	5	7	2	1	1
Sebox	2	3	1	1	1	3
Tmem199	38	132	97	49	34	125
Poldip2	110	368	307	163	121	350
Tnfaip1	84	301	209	121	84	311
Ift20	185	480	499	258	174	443
Tmem97	77	254	132	116	76	191
Nlk	51	88	87	65	45	123
Gm17235	0	2	2	1	1	2
Gm11196	2	2	3	7	0	1
Gm11197	0	0	0	0	0	0
Fam58b	61	128	108	69	49	116
Lyrm9	30	87	111	45	33	108
Nos2	10	39	15	11	11	39
Lgals9	76	248	162	108	59	179
Ksr1	44	104	92	44	33	94
Gm11201	0	2	2	1	1	0
Wsb1	69	134	118	77	60	133
Nf1	62	125	93	77	54	145
Gm11199	0	0	0	0	0	0
AU040972	0	2	1	2	0	1
Omg	1	0	0	0	0	0
Evi2	4	4	3	3	5	7
Evi2a	12	19	13	7	5	24
Rab11fip4	9	13	15	7	9	24
Rab11fip4os1	1	0	0	0	1	0
Gm11205	2	3	1	0	0	3
Mir365-2	0	0	0	0	0	0
9130204K15Rik	3	6	4	4	4	4
Gm24454	0	0	0	1	1	0
Gm11203	0	1	0	0	0	1
Utp6	69	152	99	68	52	148
Suz12	57	134	97	73	65	134
Gm26563	8	24	14	13	11	12
Crlf3	17	71	50	35	22	67
Atad5	10	20	18	24	14	28
Tefm	15	66	59	26	19	45
Adap2	8	17	9	22	7	8
Adap2os	2	4	6	4	4	5
Rnf135	23	62	77	33	24	58
Rhot1	57	159	126	82	61	207
Rhbdl3	6	6	5	7	5	8
5730455P16Rik	48	82	56	51	51	105
Zfp207	178	452	321	227	170	443
Psmd11	189	434	357	267	177	451
Cdk5r1	2	18	11	5	2	8
Myo1d	28	46	30	27	12	84
C030013C21Rik	3	2	1	2	1	5
Tmem98	74	218	193	73	68	143
Asic2	1	6	9	3	1	4
Gm11417	0	0	2	0	0	1
Ccl2	16	56	10	19	16	21
Ccl7	14	33	2	20	12	9
Ccl11	4	5	5	2	4	11
Ccl12	6	27	2	10	4	7
Ccl8	29	119	38	22	17	31
Ccl1	0	1	1	0	0	0
Tmem132e	0	0	0	0	0	0
Gm11426	1	2	8	2	0	2
Cct6b	1	1	3	1	1	2
Zfp830	37	77	100	36	40	48
Gm11423	6	26	18	4	8	12
Lig3	34	100	61	48	38	103
Rffl	13	22	9	14	3	23
Rad51d	25	73	54	40	29	44
Fndc8	2	2	2	0	1	4
Nle1	12	53	34	30	13	39
Unc45b	23	52	67	37	30	84
Unc45bos	3	1	1	0	0	1
Slfn5os	1	0	0	0	0	0
Slfn5	48	68	78	49	38	106
Gm11424	0	1	0	0	0	0
1190001M18Rik	0	6	2	3	0	2
Slfn9	34	55	40	43	31	50
Slfn8	6	12	15	7	7	19
Gm11425	4	26	28	18	11	72
Slfn10-ps	3	9	6	6	7	10
Slfn2	10	31	29	22	21	22
Gm20234	0	2	5	4	0	2
Slfn1	0	6	1	5	3	0
Slfn4	1	6	18	2	0	2
Slfn3	2	3	3	4	3	1
AI662270	9	10	12	8	3	8
Gm11427	3	4	3	1	4	3
Gm23444	0	1	0	0	0	1
Slfn14	3	3	9	1	0	6
AA465934	4	23	36	9	4	21
Snord7	0	3	3	0	0	5
Pex12	13	43	30	12	12	34
Ap2b1	90	200	186	108	83	295
Rasl10b	1	1	2	1	0	1
1700020L24Rik	0	0	0	1	0	0
Mmp28	2	3	0	2	0	0
Taf15	128	325	328	138	94	229
Ccl5	8	41	11	15	8	9
Ccl9	12	64	23	28	19	33
E230016K23Rik	0	1	1	0	0	0
Ccl6	60	213	43	67	55	111
Rpl9-ps1	1	0	1	0	2	13
Ccl3	2	7	1	0	1	3
Ccl4	7	9	6	6	1	7
Gm11438	0	0	1	1	0	1
Wfdc17	71	291	156	75	82	111
Wfdc18	4	39	0	32	6	87
Wfdc21	1	4	0	0	0	1
Heatr6	40	60	47	42	31	88
Gm11434	1	1	0	0	1	1
Hnf1b	0	1	2	0	0	0
Ddx52	53	110	99	60	72	140
Synrg	31	73	82	53	42	113
Dusp14	3	11	1	3	0	9
Tada2a	40	91	49	31	19	57
Acaca	58	142	128	68	65	173
Gm37391	1	1	0	0	1	0
Aatf	35	88	74	46	41	104
Mrm1	11	44	41	21	15	39
Dhrs11	25	65	77	21	15	49
4930502E09Rik	1	2	1	0	2	1
Ggnbp2	134	286	248	153	113	418
Pigw	8	28	27	13	14	18
Myo19	9	51	32	15	14	38
Znhit3	28	94	80	47	28	79
Car4	0	0	3	0	1	0
Usp32	56	110	99	67	49	164
Gm11440	0	0	0	1	0	0
Gm11439	0	0	0	0	1	0
Rpl13-ps1	0	2	2	1	1	4
1700125H20Rik	1	11	2	2	2	0
Appbp2	140	297	284	158	128	346
Appbp2os	13	13	23	6	1	1
Ppm1d	23	51	34	29	21	68
Bcas3	24	71	42	35	21	73
Bcas3os1	1	14	8	1	2	1
Mir5110	1	1	0	1	0	0
Bcas3os2	0	0	0	1	0	1
Gm23473	0	0	0	0	0	0
2610027K06Rik	2	4	4	3	4	3
Tbx2	13	41	46	24	11	79
Gm11444	0	0	2	0	0	1
Tbx4	3	9	5	4	3	8
Gm11443	0	0	0	0	0	0
Brip1	10	18	23	12	8	14
