	OvaryPNAF1CNT2	OvaryPNAF1CNT3	OvaryPNAF1CNT4	OvaryPNAF1HV1	OvaryPNAF1HV2	OvaryPNAF1HV3
Daw1	0	0	1	0	0	1
Gm6244	0	2	0	1	1	0
Sphkap	0	0	1	0	0	0
Gm6374	0	1	0	0	0	0
Pid1	36	102	110	73	76	59
Gm37058	0	1	1	0	2	0
Gm18304	0	0	0	0	1	1
Dner	0	2	1	3	3	2
Trip12	163	346	265	297	286	228
Gm38374	3	7	1	3	3	2
Gm37738	2	4	5	1	3	1
Fbxo36	14	47	44	74	58	51
Gm15433	0	0	1	0	0	0
Gm29284	0	0	0	0	0	0
C130026I21Rik	3	6	1	5	1	1
Rpl19-ps1	114	152	145	97	115	97
Gm7582	1	0	0	0	0	0
A530032D15Rik	0	1	1	1	0	0
Gm10553	0	2	1	1	1	0
A530040E14Rik	13	36	20	15	13	14
Gm2619	5	5	3	3	2	2
Gm6264	0	1	0	1	2	3
Gm7609	3	3	6	5	7	1
Gm16026	2	1	1	3	1	1
Gm16025	0	1	0	1	0	0
Gm2666	0	2	0	0	1	0
Gm2427	1	0	1	2	0	0
Gm16092	1	3	0	1	1	0
Gm7592	2	1	2	1	3	0
Sp110	39	50	26	31	34	22
Sp140	13	31	9	12	16	14
Gm10552	0	4	0	3	4	1
Gm17017	0	1	1	2	2	0
Sp100	29	102	71	76	86	62
A630001G21Rik	5	15	8	8	18	6
Gm22906	0	0	0	0	0	1
Cab39	104	213	185	172	185	150
Itm2c	378	878	803	871	834	703
4933407L21Rik	0	1	0	2	2	1
Gm28884	1	2	1	0	0	1
Gpr55	0	3	9	1	3	4
Gm18180	2	5	7	8	9	8
2810459M11Rik	0	0	3	1	3	1
Psmd1	211	565	386	482	420	363
Gm22786	1	1	0	1	0	0
Htr2b	1	7	5	6	2	2
Gm37914	3	3	2	0	7	0
Armc9	15	28	30	25	22	21
B3gnt7	0	15	6	10	16	11
Gm28626	0	0	0	1	0	0
Ncl	495	1297	979	1005	889	693
Snord82	16	8	9	2	4	5
C130036L24Rik	5	21	26	19	13	12
Nmur1	0	0	0	1	1	0
Rpl30-ps6	1	1	5	1	3	1
Ptma	1153	2620	1763	2154	2324	1967
Pde6d	38	174	110	173	185	138
Cops7b	29	79	65	80	80	60
Nppc	11	26	145	28	20	32
Dis3l2	31	78	57	46	61	41
Gm29055	1	4	2	2	2	1
Gm37485	0	1	0	1	1	0
Gm38142	2	10	4	1	0	1
Gm38010	1	1	2	0	2	0
Gm37541	0	2	1	0	0	0
Gm38021	16	11	11	5	7	4
Gm6136	651	1392	1130	985	867	935
Gm37967	4	10	6	9	6	2
Gm28375	0	0	0	1	0	0
Gm37017	2	4	4	2	2	0
Gm37447	9	13	24	8	6	8
Gm29371	1	0	0	0	0	0
Alppl2	0	0	0	1	0	0
Ecel1	1	3	0	2	0	1
Prss56	0	0	0	1	0	0
Chrnd	0	0	0	0	0	0
Chrng	0	2	0	3	1	0
Eif4e2	124	339	248	337	290	244
Efhd1	228	629	422	689	707	563
Efhd1os	0	1	1	2	0	0
Gigyf2	141	283	209	233	253	178
Kcnj13	0	6	0	0	0	1
Ngef	0	5	4	4	10	5
Neu2	0	1	0	1	0	0
Gm6153	0	2	1	3	2	0
Inpp5d	18	32	26	22	31	21
Atg16l1	31	74	53	67	80	47
Gm25395	2	6	6	6	2	1
Scar06	1	0	1	0	0	0
Sag	12	39	11	34	36	34
Dgkd	39	100	96	111	93	85
Gm19582	0	0	0	0	1	1
4833421G17Rik	0	0	0	0	0	0
Gm38365	5	12	6	4	4	2
Usp40	64	134	113	116	85	74
Gm5832	1	4	5	3	1	4
Gm20528	1	0	0	0	0	0
Ugt1a7c	14	43	18	33	23	18
Ugt1a6b	1	8	1	2	4	7
Gm15370	0	1	0	1	1	0
Ugt1a6a	18	63	58	81	60	65
Gm15369	1	1	0	0	0	0
Gm15374	0	1	0	1	0	0
Gm15371	1	0	0	0	0	0
Ugt1a5	0	0	0	1	0	0
Gm15368	0	0	0	1	0	1
Ugt1a2	2	1	2	0	1	0
D0jb3	2	13	11	14	6	13
Ugt1a1	0	0	0	0	0	0
Mroh2a	2	1	3	3	3	3
Hjurp	197	475	400	382	296	289
Trpm8	2	1	2	1	0	1
Gm29538	0	1	0	0	0	5
Gm28888	0	1	0	1	0	0
Glrp1	0	0	0	1	1	0
Gm29336	0	0	0	0	0	0
Arl4c	9	33	35	21	37	23
Platr5	0	0	0	0	1	0
Sh3bp4	20	50	33	51	35	49
Gm38312	1	0	3	0	1	0
Gm5259	0	2	0	0	3	0
Gm28342	0	0	2	1	2	1
Agap1	79	135	128	94	86	71
Gm37297	6	19	8	4	4	1
Gm25180	0	5	2	2	7	0
Gm28499	0	1	1	3	1	0
4933400F21Rik	1	1	0	0	0	0
Gm37521	0	1	1	0	1	1
Gbx2	0	2	0	1	3	0
D130058E05Rik	0	1	2	2	3	1
Iqca	1	1	1	2	1	4
Ackr3	20	51	72	78	49	50
Gm28723	0	1	0	0	0	0
Gm28722	0	0	1	0	1	0
Gm35048	0	1	0	0	0	0
Cops8	96	236	247	270	229	231
Gm9991	0	0	0	0	1	0
Col6a3	86	238	277	145	181	135
Gm36970	0	1	1	0	0	0
Mlph	1	5	3	3	1	3
Rab17	0	0	2	1	1	0
Lrrfip1	50	107	113	96	84	79
Rbm44	1	0	1	0	1	0
Gm7776	0	1	11	7	4	5
Ramp1	74	165	130	224	320	120
Ube2f	67	174	140	174	162	137
Gm7785	1	7	7	13	6	3
Scly	10	31	19	20	32	14
Klhl30	4	1	3	4	19	4
Erfe	4	1	1	3	1	0
Ilkap	40	151	98	120	122	97
Hes6	31	133	65	139	119	84
Per2	8	9	6	13	9	7
Gm28382	0	0	1	0	0	0
Gm19085	0	0	0	2	0	0
Traf3ip1	14	44	37	26	25	29
Asb1	10	30	26	23	20	14
Gm29100	0	0	0	1	2	0
Twist2	0	1	0	1	2	4
Gm29101	1	1	0	1	1	0
Hdac4	69	169	137	135	108	104
Gm37048	0	5	2	4	1	0
Gm26720	2	5	8	5	4	7
Gm37036	0	2	0	0	0	0
Ndufa10	227	680	527	750	658	569
Olfr1416	0	0	0	1	0	0
Cops9	405	885	869	800	835	800
Otos	1	0	0	0	0	0
Gm29483	0	2	3	0	2	2
Gpc1	51	122	72	99	125	71
Gm29480	0	0	0	1	0	0
Ankmy1	3	2	3	3	0	2
Dusp28	21	29	39	36	50	30
5033417F24Rik	1	1	0	1	1	1
Rnpepl1	64	152	127	132	112	104
9430060I03Rik	3	3	8	3	0	8
Capn10	11	44	40	48	50	28
Gpr35	0	3	3	2	3	4
Aqp12	5	4	9	4	3	7
Kif1a	11	16	19	26	21	12
Gm28086	1	1	0	1	0	0
2310007B03Rik	1	0	0	1	1	1
Crocc2	0	0	0	0	0	1
Sned1	63	128	90	99	98	66
Mterf4	41	91	66	78	71	61
Gm28535	0	1	0	2	0	2
Gm7867	0	0	0	0	0	0
Pask	5	20	12	13	12	10
Ppp1r7	64	204	127	188	172	120
Hdlbp	277	642	498	612	500	433
Gm17415	3	42	36	14	16	15
02-Sep	8	11	11	2	7	6
Farp2	15	28	22	26	20	13
Gm37250	0	4	0	1	1	1
Stk25	71	248	178	247	229	184
Gm28536	0	0	0	0	0	0
Bok	62	231	137	141	180	113
Thap4	28	73	67	75	81	69
Gm10550	1	4	2	3	3	1
Atg4b	73	217	183	255	209	196
Dtymk	171	495	379	477	435	400
Ing5	42	107	75	97	76	72
Gm22089	0	0	0	0	0	0
D2hgdh	31	75	83	91	76	78
Gal3st2	1	0	0	0	1	0
Gm18666	0	15	13	11	16	14
Gal3st2b	0	0	1	0	0	2
Gm7889	1	1	0	2	3	2
Gal3st2c	6	5	9	8	11	7
Neu4	0	0	0	0	0	1
Pdcd1	3	13	20	23	19	20
Gm7895	2	2	2	4	5	0
Gm5264	1	3	1	0	2	2
Fam174a	32	122	96	93	102	76
BC055308	3	5	4	5	1	3
Gm15427	399	1147	1368	1034	1041	1016
St8sia4	7	38	15	20	22	31
Gm37642	1	1	2	1	3	2
Gm22360	1	1	1	0	1	1
Gm1833	1	6	10	1	9	2
Panct2	0	0	0	0	0	0
Gm6430	65	176	131	158	133	97
D1Ertd622e	19	52	51	62	57	31
Ppip5k2	18	80	53	61	62	52
Gin1	32	61	53	66	74	65
Pam	154	220	304	205	137	154
Gm37140	5	5	4	5	1	1
Gm3531	22	42	29	29	31	27
B230216N24Rik	9	27	28	13	13	4
1810006J02Rik	2	4	4	3	2	3
Gm29462	1	3	2	2	2	3
Gm3555	0	0	1	0	0	1
Cnt0p5b	0	0	2	1	0	1
Tdpx-ps1	5	8	8	5	6	6
Gm19029	1	0	0	1	0	0
Gm29668	3	2	0	1	0	0
Gm29667	1	13	5	1	11	3
Psmb6-ps2	6	15	9	7	3	4
Gm28188	6	7	11	13	8	6
Gm28187	26	23	33	29	32	16
Gm37789	3	14	9	11	13	12
Cdh20	0	1	1	4	1	0
Rnf152	16	26	25	25	34	11
Gm17634	1	3	5	3	3	1
Gm3608	14	33	27	22	34	27
Pign	44	116	67	91	80	73
Gm28404	1	1	0	0	0	1
Gm20302	19	27	34	15	12	9
Gm8004	0	2	3	1	0	1
2310035C23Rik	47	107	68	76	64	60
Gm37566	3	9	7	9	6	5
Gm10193	0	2	5	2	3	4
Tnfrsf11a	6	13	10	5	7	7
Gm7160	2	6	2	9	5	8
Zcchc2	16	62	58	49	51	46
Gm37372	1	1	0	0	2	1
Gm20753	0	0	0	0	0	1
Phlpp1	8	27	26	33	28	15
Gm38235	5	3	2	1	1	1
Gm6651	4	2	3	0	2	1
Bcl2	40	70	39	40	40	34
D630008O14Rik	3	0	0	0	0	1
Gm37053	0	0	0	0	0	0
Kdsr	29	145	92	124	137	98
Vps4b	148	270	277	280	217	185
Serpinb5	0	0	0	0	0	1
Serpinb12	0	4	0	0	0	2
Gm15388	1	0	0	0	0	0
Serpinb11	0	0	0	0	0	4
Serpinb2	1	0	0	0	1	0
Serpinb8	6	12	8	14	6	2
Gm15389	0	3	0	0	0	1
Gm5702	0	1	1	1	0	2
Gm6679	0	0	1	0	0	1
Gm8141	14	23	23	18	17	16
Cdh19	0	0	1	1	0	0
Gm8173	3	4	4	2	3	2
Dsel	27	38	56	30	33	18
Gm6028	7	38	46	35	27	28
Gm6717	1	2	6	3	0	0
Cnt0p5a	11	22	4	24	39	17
Zfp813-ps	0	0	0	0	0	0
Gm28362	1	1	2	0	4	0
B020011L13Rik	1	0	0	0	0	0
Gm29106	0	0	0	0	0	0
Gm7200	0	1	0	0	1	0
Tsn	240	534	479	498	425	364
Nifk	67	159	105	137	119	91
Clasp1	48	107	84	81	70	69
2900060B14Rik	0	3	0	0	0	2
Tfcp2l1	3	11	9	6	7	7
Gli2	12	28	23	16	16	20
Gm26831	0	1	1	2	1	0
Gm3508	5	4	8	4	4	5
Inhbb	62	172	572	136	86	89
Ralb	39	135	107	86	107	91
Gm27184	1	2	1	2	1	3
Tmem185b	21	62	69	55	60	58
Epb41l5	59	101	130	93	92	60
Gm37219	2	6	9	1	2	4
Ptpn4	43	75	68	56	52	48
Gm3851	1	1	2	0	0	0
Gm37745	2	5	1	0	2	1
Gm29658	0	0	0	1	0	1
Tmem177	33	64	54	74	41	52
Cfap221	0	0	0	0	2	0
Sctr	0	1	0	0	0	1
Tmem37	41	142	87	118	108	98
Dbi	1084	2408	1710	2446	2421	2289
3110009E18Rik	14	34	42	41	32	46
Steap3	38	115	50	103	99	80
Marco	0	27	2	0	1	0
Insig2	62	155	122	116	110	92
Gm37174	1	2	3	0	5	1
Ccdc93	23	66	55	67	61	47
Gm8217	2	2	1	2	3	2
Ddx18	73	184	178	143	123	130
Gm8392	0	2	0	0	1	0
Gm28911	8	15	4	6	10	7
Dpp10	0	0	7	0	0	0
Gm37478	0	0	2	0	0	0
Gm28929	0	0	0	0	2	0
Actr3	214	427	321	384	362	286
Slc35f5	62	113	67	91	78	74
Gpr39	3	15	10	11	9	10
Lypd1	1	0	1	2	1	0
Nckap5	22	76	45	55	56	33
Gm37161	0	2	1	1	1	0
Gm37936	5	0	2	2	2	1
Gm38177	0	0	2	0	1	1
Mgat5	29	70	70	71	69	45
Gm37510	4	9	6	9	7	5
Gm8451	16	34	35	31	31	29
Acmsd	0	0	0	0	0	0
2900009J06Rik	8	7	12	9	9	8
Ccnt2	84	248	200	219	193	146
Map3k19	0	0	1	0	0	2
Rab3gap1	44	125	97	103	112	75
Zranb3	14	38	58	44	38	21
Gm28800	0	4	0	1	1	2
Gm38248	7	9	11	5	5	2
Rpl28-ps1	222	373	272	186	204	195
Gm37625	0	0	1	0	0	0
Gm38026	2	0	2	0	1	0
R3hdm1	113	249	236	149	145	127
Gm29383	0	1	1	0	0	0
Gm37588	1	1	2	1	0	1
Gm37868	1	0	1	2	1	0
Gm37407	7	12	16	18	12	8
Ubxn4	234	368	370	347	294	260
Lct	0	2	0	1	0	1
Mcm6	63	215	149	150	154	119
Dars	120	328	245	278	270	237
Gm6170	11	29	28	29	19	13
Cxcr4	19	55	16	44	26	41
Thsd7b	20	55	6	38	16	31
Gm38240	1	4	0	3	2	4
Gm36951	0	3	0	2	0	1
Gm15790	1	0	0	0	1	1
Rpl31-ps9	6	11	14	3	5	4
Gm37479	2	2	0	2	1	0
Gm37064	0	0	1	0	2	1
Gm37278	0	0	0	0	0	0
Gm29428	1	0	0	0	0	0
Cd55b	1	1	1	0	0	0
Gm15674	0	2	0	0	0	0
Gm15675	3	12	4	7	5	2
Cd55	46	132	68	114	97	79
Gm16083	0	0	2	0	0	2
Gm37109	2	1	2	2	1	0
Gm37283	0	2	3	0	1	2
Zp3r	0	0	0	0	0	0
C4bp	0	0	0	0	0	0
Gm29427	0	0	0	0	0	0
C4bp-ps1	0	0	0	0	0	0
Pfkfb2	14	27	30	12	15	15
Yod1	17	33	37	29	23	24
AA986860	5	17	1	16	11	13
Gm28857	0	2	0	0	1	0
Pigr	1	5	0	3	2	2
Fcmr	1	2	0	3	1	0
Il10	0	2	1	0	3	0
Mapkapk2	76	255	158	200	205	159
Gm37084	5	7	6	2	1	1
Dyrk3	7	13	4	16	9	13
Eif2d	45	119	95	148	115	92
Rassf5	3	14	12	15	19	14
Ikbke	14	62	26	38	40	28
Gm28913	0	1	1	0	2	0
Srgap2	37	103	84	78	70	57
Gm38262	1	1	0	0	0	1
Gm37954	1	5	0	1	2	0
Gm29488	0	2	1	0	1	0
Gm29487	1	0	0	0	0	0
Gm24273	1	0	0	0	1	0
Fam72a	2	11	3	12	10	6
Ctse	0	1	0	1	1	0
Rab7b	37	136	64	135	126	108
Slc26a9	0	0	1	0	0	1
Pm20d1	0	5	2	5	3	4
Slc41a1	62	144	99	143	160	109
Rab29	33	95	60	105	99	76
Nucks1	149	349	235	185	199	172
Gm38067	0	2	2	0	0	0
Gm37676	74	33	35	9	13	5
Slc45a3	45	85	49	54	66	37
Elk4	64	150	122	96	100	88
Mfsd4a	103	184	251	114	77	78
Gm26892	0	0	3	3	0	0
Gm37120	3	2	0	2	1	1
Cdk18	8	29	11	19	26	10
Gm29629	0	0	0	1	0	0
Lemd1	0	0	0	0	0	0
Gm7241	0	2	1	0	1	0
Klhdc8a	7	20	5	15	19	12
Nuak2	5	15	22	16	12	2
F730311O21Rik	0	1	1	0	1	1
Tmcc2	3	17	10	22	23	12
Gm15849	1	2	0	2	1	0
Dstyk	49	135	143	89	92	79
6030442K20Rik	5	12	5	5	2	2
Rbbp5	22	66	47	43	62	36
Tmem81	1	9	14	18	5	10
Cntn2	1	1	0	1	0	0
Nfasc	0	5	2	3	5	2
Lrrn2	8	21	22	15	15	14
Mdm4	79	228	198	185	181	121
Gm29257	19	28	18	22	23	19
Pik3c2b	16	25	20	20	13	13
Gm28609	0	0	0	0	1	0
Gm26616	1	0	1	0	2	0
Ppp1r15b	48	142	95	103	127	81
Plekha6	14	21	10	8	8	4
Gm19461	4	10	10	11	9	8
Kiss1	1	2	0	4	5	2
Ren1	60	170	54	144	86	91
Etnk2	47	143	105	128	121	89
Sox13	8	17	20	25	22	17
Snrpe	373	792	713	594	635	593
Gm26706	0	0	1	0	1	0
Zc3h11a	10	15	16	16	11	15
Gm38394	3	7	2	4	3	4
Lax1	2	2	5	2	1	2
Atp2b4	71	139	108	76	103	60
Gm37368	1	1	5	2	0	1
Optc	1	8	2	4	3	6
Gm15851	0	8	6	7	16	5
Prelp	32	80	79	82	85	64
Fmod	3	30	20	20	9	26
Btg2	59	126	69	90	93	66
Gm38140	0	0	0	0	2	0
Gm8618	5	3	3	0	2	3
Chit1	0	3	2	1	1	0
Chil1	0	4	1	1	1	0
Mybph	5	1	4	5	2	1
Adora1	83	156	167	166	165	126
Ppfia4	8	16	9	15	13	11
Tmem183a	48	117	91	70	110	74
Cyb5r1	52	158	126	134	115	111
Adipor1	108	292	196	223	225	171
Gm37935	1	0	1	0	1	2
Klhl12	31	106	82	96	71	54
Rabif	51	136	106	131	134	102
Gm25612	0	1	0	0	0	0
Gm15454	0	13	6	6	5	5
Kdm5b	66	161	104	116	113	77
Syt2	1	1	1	3	3	2
Ppp1r12b	105	193	145	118	90	78
Gm37949	6	11	6	2	5	4
Gm37677	3	9	9	4	2	2
Ube2t	8	42	25	34	35	15
Lgr6	13	24	36	22	20	14
Ptprv	6	23	27	29	23	23
Gm10535	1	0	0	0	0	0
Ptpn7	2	12	14	9	11	8
Arl8a	48	91	91	75	80	63
Gm26280	1	3	1	6	3	8
Gm15445	1	1	2	2	0	2
Gpr37l1	0	0	0	1	0	0
Gm4204	23	63	78	53	40	27
Gm26642	2	4	3	1	3	2
Elf3	1	5	7	8	5	5
Rnpep	59	163	81	145	139	102
Timm17a	192	487	361	511	504	379
Lmod1	42	72	43	50	56	43
Shisa4	61	106	60	86	111	91
Ipo9	80	213	180	176	188	103
Gm28277	0	0	1	0	1	0
0v1	106	230	135	151	130	97
2610012C04Rik	3	9	2	3	3	4
Gm37333	6	14	17	2	8	3
Gm4793	0	1	0	0	1	1
Gm38399	7	17	5	6	7	7
Csrp1	139	493	304	386	384	343
Phlda3	29	87	72	92	81	71
Tnni1	5	13	9	20	19	17
Lad1	0	1	0	0	0	0
Tnnt2	6	34	48	24	15	18
Gm28883	3	1	2	1	1	0
Igfn1	0	0	0	0	0	0
Tmem9	139	347	379	376	356	323
Cac01s	1	0	2	1	1	0
Kif21b	3	4	1	10	6	5
Mroh3	0	0	0	1	1	1
5730559C18Rik	1	3	0	1	0	1
Camsap2	35	84	61	69	71	52
9230116N13Rik	0	4	6	5	6	3
Ddx59	9	58	35	40	28	35
Kif14	3	15	4	6	9	7
Gm29486	0	2	2	1	0	0
Gm29485	0	1	1	3	0	1
Platr23	0	0	1	0	0	0
Zfp281	55	92	86	77	83	53
Gm19705	21	59	20	46	42	46
Platr22	3	1	1	1	0	1
Gm24086	0	0	1	0	0	1
Gm8762	4	10	1	0	9	3
Gm29718	3	7	5	6	1	7
Nr5a2	211	442	705	423	286	293
Gm4258	6	5	5	7	7	8
Gm37298	8	9	2	2	4	3
Gm26979	1	3	0	0	2	0
Gm37124	2	6	6	1	8	2
A130050O07Rik	4	2	1	4	2	2
Gm26930	1	3	1	0	0	0
D130019J16Rik	1	6	4	5	2	3
Gm37534	0	3	1	2	1	3
A430106G13Rik	2	17	9	3	12	6
Gm37632	0	4	1	1	1	0
Ptprc	20	71	43	36	104	30
A130071D04Rik	0	6	4	2	6	3
Nek7	114	234	192	181	168	119
Gm28501	0	0	0	0	0	1
Gm37080	1	5	2	1	2	2
Gm37101	2	6	10	9	10	3
Lhx9	7	22	12	21	17	22
2310009B15Rik	55	121	90	125	129	110
Gm37045	2	3	2	4	3	3
Dennd1b	78	148	162	133	105	95
Gm37423	10	9	6	5	2	2
4930596I21Rik	6	5	11	6	5	3
Gm18553	0	0	0	1	3	1
Gm16305	1	0	2	2	1	2
Gm37470	1	7	10	6	1	2
Gm43544	5	16	22	11	12	11
Gm37655	2	2	0	3	0	2
Gm16304	0	0	0	1	0	0
Gm37718	8	17	24	15	7	6
Crb1	0	8	6	1	1	1
Zbtb41	59	121	100	104	82	72
Aspm	38	98	51	55	45	52
Cfhr1	3	3	3	6	2	1
Gm4788	5	16	11	13	8	8
Cfhr2	10	17	8	7	14	14
Gm16332	18	52	37	37	33	18
Gm5837	3	10	5	7	4	3
Gm5834	2	5	9	2	2	2
Gm38266	1	7	5	9	6	4
Gm26048	0	1	0	0	2	0
Gm38019	1	2	2	1	1	1
Cfh	1044	2055	1591	1658	1545	1333
Kcnt2	27	62	58	40	50	38
Gm37777	5	10	3	4	0	5
Gm37599	3	3	7	5	3	2
Gm5835	2	20	13	13	18	9
Cdc73	105	226	155	174	174	137
B3galt2	11	6	10	9	5	5
Gm6397	39	106	137	87	88	77
Glrx2	66	272	230	246	245	217
Trove2	122	210	134	195	159	117
Uchl5	86	190	167	211	183	174
Gm29170	4	6	4	4	1	2
Rgs2	289	770	499	440	431	407
Rgs13	0	2	64	2	0	3
Rgs1	3	0	3	3	15	4
Gm7266	0	0	1	1	1	0
Rgs18	5	1	2	5	4	3
Gm28392	0	0	0	0	0	1
Gm5263	2	3	4	4	2	2
Brinp3	1	0	0	1	0	2
Gm15583	8	10	9	10	9	4
A230059L01Rik	1	2	1	3	2	5
Gm4034	1	0	0	1	0	0
Pla2g4a	23	71	43	38	45	24
Ptgs2os	0	1	0	0	0	0
Ptgs2	2	16	0	2	2	0
Gm9687	0	2	0	0	0	2
Ptgs2os2	1	3	1	0	1	1
Rbm3-ps	8	6	13	17	5	8
Gm4322	0	0	0	0	0	2
Pdc	0	0	0	1	1	0
BC003331	96	184	193	163	149	129
Tpr	227	462	334	314	271	215
Prg4	3	5	4	4	2	3
Ska2l-ps	0	1	1	0	0	1
Hmcn1	24	55	35	51	31	32
Gm20631	1	0	0	0	1	0
Gm10138	9	24	29	10	16	12
Ivns1abp	212	495	890	389	310	286
Swt1	66	137	137	98	90	83
Trmt1l	67	174	175	147	162	129
Mir7682	1	1	0	2	2	0
Gm37893	11	41	47	30	33	28
Rnf2	58	141	132	117	133	103
Gm36527	0	4	1	2	0	0
Gm19503	2	3	5	3	3	2
Fam129a	209	417	297	346	349	315
2810414N06Rik	8	12	6	7	16	11
Edem3	108	210	162	159	142	123
1700025G04Rik	26	86	40	41	42	34
Tsen15	52	148	126	111	126	123
Colgalt2	4	19	45	11	15	11
Rgl1	32	76	48	49	36	51
Gm7278	0	1	0	1	0	0
Gm28792	0	1	1	0	0	0
Arpc5	216	529	459	508	604	413
Ncf2	15	62	29	38	55	32
Smg7	31	103	64	90	67	61
Gm28791	5	11	6	7	10	4
Gm8976	3	7	1	2	2	2
Nm0t2	1	2	1	0	5	3
Lamc2	2	16	5	8	3	6
Lamc1	110	256	153	158	187	151
Gm38009	5	3	3	5	2	0
Gm8818	3	1	2	0	1	1
E330020D12Rik	1	11	3	5	10	8
Shcbp1l	1	0	1	3	1	3
Dhx9	187	454	316	327	307	283
Npl	21	53	37	60	59	54
Gm6652	0	1	0	0	1	0
Rgs16	5	20	15	13	21	18
Gm28513	0	2	2	2	1	0
R0sel	41	55	70	62	40	42
Gm28512	2	1	0	0	1	0
Rgsl1	0	1	0	0	3	0
Teddm2	5	12	3	4	2	3
Gm38352	1	2	0	2	0	0
Glul	265	667	295	530	498	372
Gm29291	1	3	1	5	5	0
Gm28286	0	1	0	0	0	0
A830008E24Rik	1	5	7	8	6	5
Cac01e	1	5	2	5	2	3
Gm9530	0	1	2	1	1	1
Ier5	35	54	50	59	67	60
Mr1	39	87	61	80	69	53
Stx6	45	148	106	101	99	87
Gm8850	2	6	1	0	2	1
BC034090	13	31	28	28	26	18
Xpr1	77	147	110	130	104	94
Gm22569	1	0	1	0	0	0
Gm5532	4	2	5	4	2	1
Acbd6	36	103	96	81	73	72
Qsox1	174	401	509	448	370	318
Gm37539	0	2	0	3	0	0
Cep350	51	77	68	65	61	50
Gm37383	1	2	0	0	2	1
Gm23744	4	2	1	4	4	1
Gm9694	0	2	0	0	0	0
Tor1aip1	61	194	150	163	128	98
9430034N14Rik	12	9	11	4	5	4
Tor1aip2	159	389	349	297	295	267
Fam163a	2	7	3	2	2	4
Tdrd5	28	92	155	46	41	45
Nphs2	0	0	4	0	1	2
Axdnd1	13	39	25	19	17	23
Gm2000	196	528	503	472	519	429
Soat1	792	1476	929	1322	1203	1056
Gm37648	11	4	0	1	2	0
Gm10031	30	60	54	40	32	41
Abl2	60	124	96	113	107	80
Gm38043	10	10	10	6	3	4
Tor3a	34	77	48	77	95	52
Fam20b	54	119	104	115	71	66
Gm15428	0	1	2	3	1	2
Ralgps2	65	147	206	117	82	70
Gm28693	2	5	4	1	0	0
Angptl1	13	24	28	16	15	20
Gm37802	0	4	5	3	2	3
Gm37943	2	4	3	0	2	0
4930439D14Rik	0	0	0	0	0	1
Gm28694	1	0	0	1	1	0
Rasal2	31	50	52	37	27	41
Gm37788	4	11	4	3	7	2
Gm37578	1	2	0	2	2	1
Gm6058	0	2	1	0	2	0
Gm37060	9	11	10	8	5	4
2810025M15Rik	67	238	147	219	199	173
Cryzl2	47	124	168	150	112	113
Gm15486	0	0	1	0	0	0
Sec16b	10	29	11	12	12	11
Gm37682	5	1	1	0	0	0
Brinp2	6	9	12	11	27	7
Astn1	1	5	14	3	8	5
Gm37861	0	0	2	0	0	0
Gm37679	0	0	1	0	2	1
Gm37848	1	0	1	1	0	0
Pappa2	4	32	3	24	25	23
Gm4953	1	4	0	2	4	4
Cop1	86	228	197	158	183	147
Gm37115	2	3	1	1	0	0
Gm37088	0	0	0	0	0	0
Scar03a	0	0	0	1	0	0
Tnr	7	2	2	13	19	6
4930523C07Rik	53	112	77	74	58	61
4930562F07Rik	2	3	3	3	1	4
Tnn	0	1	0	0	1	0
Mrps14	242	603	512	634	674	546
Cacybp	147	310	301	254	242	194
4933417C20Rik	3	3	2	3	0	0
Rabgap1l	50	114	83	87	63	66
Gm36975	0	0	0	0	0	0
Mir1927	0	0	0	0	0	1
9430087J23Rik	1	1	1	1	1	0
Gm37529	8	6	5	4	0	0
Gm37212	1	0	1	2	0	0
Gm37215	2	10	12	1	3	3
Gm38302	0	1	0	1	1	0
6720464F23Rik	7	10	7	1	3	6
Gm37873	0	0	0	0	1	0
Gm37328	0	0	0	0	0	0
Gm38329	0	8	2	4	8	1
Gm38126	2	7	12	11	7	5
Gm37083	0	0	0	0	0	0
Gm24988	1	0	2	0	0	0
Gm6177	2	7	6	6	5	4
Rc3h1	52	108	95	76	91	71
Gm37052	18	14	28	20	23	18
Gm37809	1	4	4	1	0	0
Gm37653	6	5	8	3	8	4
Serpinc1	4	7	9	15	6	9
Gm37729	0	0	0	1	2	0
Gm37072	0	0	0	0	0	0
Zbtb37	44	99	79	60	73	69
Gm37362	1	3	4	1	0	1
Gas5	1101	1989	2015	1856	1776	1759
Dars2	19	64	59	63	48	50
Gm37634	0	0	0	0	0	0
Cenpl	21	41	45	31	38	24
Klhl20	29	67	33	35	40	23
Ankrd45	0	4	2	0	0	0
Prdx6	312	693	818	812	606	572
Gm15429	17	53	41	43	50	43
Gm5049	1	1	0	0	0	0
Fasl	0	1	0	1	1	0
Gm37357	0	0	0	0	1	1
Suco	45	105	90	76	72	49
Gm7496	3	5	5	5	3	4
Gm31925	0	4	2	2	3	0
Pigc	34	78	73	59	88	57
Gm38304	0	2	0	0	1	1
Dnm3	34	96	60	39	44	50
2810442N19Rik	2	0	2	1	0	0
Gm37767	2	4	3	0	3	0
Dnm3os	47	94	29	45	36	45
Mettl13	9	50	31	39	42	32
Vamp4	78	154	103	112	158	113
Gm5705	0	0	0	0	1	1
Myoc	9	33	27	23	18	18
Myocos	7	12	17	11	8	4
Prrc2c	265	483	388	310	301	241
