	OvaryPrepubertalDHT1	OvaryPrepubertalDHT2	OvaryPrepubertalDHT3	OvaryPrepubertalDHT4	OvaryPrepubertalCNT2	OvaryPrepubertalCNT3	OvaryPrepubertalCNT4
Slc4a3	185	20	147	79	73	118	76
Gm5257	0	1	1	3	2	3	0
Gm17751	4	2	0	5	1	1	0
Epha4	11	10	8	19	12	11	4
Gm28387	2	0	0	0	1	1	1
Sgpp2	8	11	7	23	3	6	6
Gm28410	10	3	13	11	8	5	5
Gm37884	0	0	0	0	0	0	0
Farsb	129	68	111	129	146	123	72
4833412K13Rik	8	2	6	12	8	9	5
Mogat1	0	0	0	0	0	0	3
Acsl3	48	24	40	83	23	32	19
Utp14b	10	10	8	16	5	6	4
Gm6159	1	1	2	2	2	3	1
Kcne4	12	2	11	14	11	16	11
Gm5830	1	0	0	1	0	1	1
Scg2	4	0	4	1	0	3	2
Ap1s3	3	1	1	4	1	0	2
Wdfy1	60	20	31	45	45	45	24
Mrpl44	114	50	91	93	94	85	49
Serpine2	567	695	489	1485	561	442	274
Gm5529	11	4	10	6	7	8	10
Gm28071	0	0	1	0	2	1	0
Gm23934	0	0	0	1	0	0	0
9830004L10Rik	2	0	0	0	0	1	1
Fam124b	2	1	1	2	2	3	1
Cul3	162	67	146	150	111	128	50
Gm37902	1	1	3	3	1	1	0
Gm37262	1	1	1	1	1	0	0
Gm6189	0	1	0	0	0	0	0
Dock10	15	12	9	24	28	20	7
Gm37645	1	0	1	0	1	0	0
Gm38062	0	1	0	0	0	0	0
A630081D01Rik	1	2	1	3	1	0	0
Gm29124	1	2	1	0	0	0	0
Nyap2	0	0	0	1	0	0	0
Gm5530	0	0	0	1	1	0	0
Gm7516	2	3	4	6	2	3	3
Irs1	62	85	44	150	49	34	29
Gm9747	2	0	1	16	3	7	0
Rhbdd1	58	16	37	37	42	40	26
Gm19552	1	1	0	0	1	0	2
Gm28940	0	0	1	1	2	0	0
Col4a4	61	64	55	190	47	35	13
Col4a3	12	20	12	27	11	12	4
C430014B12Rik	4	1	2	6	11	5	2
Mff	248	125	208	271	229	222	100
Gm28941	0	0	0	2	0	0	0
Gm17764	0	0	0	0	0	0	0
Agfg1	93	26	82	78	84	95	45
A030005L19Rik	2	0	0	2	2	4	1
Gm7553	0	0	0	0	0	0	0
Slc19a3	0	1	1	12	1	0	2
Gm7539	1	1	1	5	6	1	0
Daw1	0	0	0	1	1	0	1
Gm6244	0	2	0	0	0	0	2
Sphkap	0	3	0	1	0	0	0
Gm6374	0	0	1	0	0	0	0
Pid1	61	55	54	139	59	46	22
Gm37058	0	0	0	1	0	0	0
Gm18304	0	0	0	1	0	0	0
Dner	2	2	0	1	0	2	1
Trip12	235	121	209	248	190	193	98
Gm38374	3	3	3	5	6	2	2
Gm37738	4	1	1	3	0	4	0
Fbxo36	22	12	26	43	28	23	16
Gm15433	2	1	0	0	0	0	0
Gm29284	0	1	0	1	1	0	0
C130026I21Rik	2	3	4	5	5	3	4
Rpl19-ps1	85	85	70	142	159	134	138
Gm7582	0	0	0	0	0	1	0
A530032D15Rik	1	0	0	0	2	2	1
Gm10553	1	0	1	1	0	0	0
A530040E14Rik	21	25	14	40	22	17	11
Gm2619	0	1	1	1	1	2	2
Gm6264	1	0	0	1	2	0	0
Gm7609	7	0	4	3	9	4	3
Gm16026	4	2	0	1	1	2	0
Gm16025	0	0	0	0	1	0	0
Gm2666	0	0	0	1	0	0	0
Gm2427	1	0	0	2	1	0	0
Gm16092	1	0	1	1	2	2	0
Gm7592	0	0	0	1	1	1	0
Sp110	38	23	32	53	41	36	13
Sp140	21	13	12	17	16	17	5
Gm10552	4	0	0	1	0	0	0
Gm17017	0	0	0	0	0	0	0
Sp100	48	31	46	70	53	64	26
A630001G21Rik	9	4	10	11	3	8	3
Gm22906	0	2	1	1	1	1	1
Cab39	135	50	124	111	119	101	51
Itm2c	719	325	513	717	543	537	282
4933407L21Rik	0	0	0	0	0	1	0
Gm28884	0	0	0	0	0	1	0
Gpr55	1	0	0	3	0	0	0
Gm18180	4	1	7	4	5	4	2
2810459M11Rik	4	0	2	0	2	0	0
Psmd1	405	159	353	354	337	302	217
Gm22786	0	0	0	1	1	1	3
Htr2b	1	0	3	6	2	1	1
Gm37914	4	2	0	0	4	0	0
Armc9	27	20	18	42	17	18	8
B3gnt7	5	1	8	5	5	4	3
Gm28626	2	0	0	2	0	0	0
Ncl	789	524	704	1025	691	674	432
Snord82	7	7	6	8	40	29	18
C130036L24Rik	17	13	8	17	15	8	2
Nmur1	0	0	0	0	0	0	0
Rpl30-ps6	2	0	1	3	1	2	1
Ptma	1748	1188	1666	2095	1826	1707	1139
Pde6d	129	37	100	79	72	83	46
Cops7b	70	41	58	81	49	46	19
Nppc	25	54	19	100	25	10	9
Dis3l2	50	19	29	52	34	32	14
Gm29055	4	2	1	4	4	7	2
Gm37485	1	0	0	1	0	0	0
Gm38142	0	1	2	2	6	6	2
Gm38010	0	3	1	0	1	1	0
Gm37541	2	0	0	0	0	0	0
Gm38021	14	4	4	17	18	12	7
Gm6136	1135	625	1001	1414	1207	1101	450
Gm37967	5	3	4	10	6	10	5
Gm28375	0	0	0	1	0	1	0
Gm37017	2	2	0	5	5	5	4
Gm37447	9	9	8	15	11	6	6
Gm29371	1	0	0	0	1	1	0
Alppl2	0	0	0	0	0	0	1
Ecel1	0	1	0	1	0	0	0
Prss56	0	0	0	1	0	0	0
Chrnd	0	0	1	1	1	0	0
Chrng	2	1	0	2	0	0	0
Eif4e2	245	89	189	186	215	220	116
Efhd1	580	79	455	148	378	292	242
Efhd1os	2	0	1	0	1	1	0
Gigyf2	212	97	177	238	175	188	103
Kcnj13	0	1	0	2	1	2	1
Ngef	3	7	6	16	4	2	2
Neu2	0	0	0	1	0	0	0
Gm6153	1	0	1	3	1	1	0
Inpp5d	37	13	18	19	11	8	6
Atg16l1	66	34	36	81	67	59	33
Gm25395	3	1	2	2	4	4	0
Scar06	1	0	0	0	0	1	0
Sag	25	6	21	10	21	23	13
Dgkd	89	52	73	113	51	42	32
Gm19582	0	1	1	0	0	0	0
4833421G17Rik	0	1	1	0	1	1	0
Gm38365	4	5	1	12	4	5	0
Usp40	127	39	85	116	110	79	46
Gm5832	0	3	3	7	3	5	1
Gm20528	0	0	1	0	2	1	0
Ugt1a7c	21	0	31	12	31	26	9
Ugt1a6b	1	0	2	2	2	3	1
Gm15370	0	0	0	0	1	0	0
Ugt1a6a	37	5	25	9	61	52	26
Gm15369	0	1	0	1	1	1	0
Gm15374	0	0	1	0	0	0	0
Gm15371	1	0	2	0	1	0	1
Ugt1a5	0	0	0	0	0	0	0
Gm15368	0	0	0	0	1	0	0
Ugt1a2	1	2	0	0	0	2	0
D0jb3	8	7	9	15	6	4	3
Ugt1a1	1	0	0	0	0	0	0
Mroh2a	1	2	1	6	4	12	2
Hjurp	310	202	284	479	290	274	132
Trpm8	1	1	1	0	2	0	0
Gm29538	0	0	0	0	0	0	0
Gm28888	0	0	0	0	0	0	1
Glrp1	0	0	0	1	0	0	0
Gm29336	0	1	0	0	0	0	0
Arl4c	32	16	22	44	17	14	4
Platr5	2	0	0	0	0	0	0
Sh3bp4	42	24	34	47	20	19	13
Gm38312	1	0	0	2	2	2	0
Gm5259	0	0	0	0	1	0	1
Gm28342	2	1	0	4	1	0	0
Agap1	109	41	73	125	90	81	59
Gm37297	6	1	8	15	13	8	5
Gm25180	1	0	1	3	1	2	0
Gm28499	0	0	0	0	1	1	1
4933400F21Rik	1	0	0	0	1	0	0
Gm37521	1	0	0	3	0	3	1
Gbx2	3	2	3	5	3	2	1
D130058E05Rik	0	0	1	0	3	0	1
Iqca	1	1	0	8	0	2	1
Ackr3	82	20	51	56	35	31	13
Gm28723	0	0	0	0	0	0	1
Gm28722	0	1	0	1	0	0	0
Gm35048	0	0	0	0	0	0	0
Cops8	201	116	155	227	174	184	109
Gm9991	0	0	0	0	1	0	0
Col6a3	125	42	120	124	137	140	77
Gm36970	0	0	0	0	0	0	0
Mlph	1	0	3	2	3	1	0
Rab17	0	1	0	1	0	0	1
Lrrfip1	99	31	66	79	98	105	57
Rbm44	0	0	2	1	1	1	2
Gm7776	3	2	2	2	2	6	2
Ramp1	253	26	191	58	121	109	81
Ube2f	167	62	117	117	126	133	52
Gm7785	2	2	6	4	3	5	3
Scly	26	9	20	26	29	13	15
Klhl30	6	0	12	0	14	4	2
Erfe	3	0	2	6	2	1	0
Ilkap	127	60	110	123	71	77	41
Hes6	124	31	91	59	46	54	26
Per2	25	14	10	16	5	5	7
Gm28382	2	0	0	0	0	0	0
Gm19085	0	0	0	1	1	0	0
Traf3ip1	21	15	27	25	37	19	13
Asb1	12	8	26	19	11	13	9
Gm29100	0	1	0	0	0	1	0
Twist2	2	1	0	3	3	0	0
Gm29101	0	1	0	0	0	0	1
Hdac4	115	44	90	131	82	81	40
Gm37048	0	0	0	3	0	1	0
Gm26720	12	6	6	12	7	3	5
Gm37036	1	0	2	2	1	0	0
Ndufa10	472	244	421	479	367	344	182
Olfr1416	0	0	1	0	1	0	0
Cops9	733	364	677	585	729	722	463
Otos	1	0	0	1	0	0	0
Gm29483	1	2	0	3	1	2	1
Gpc1	67	19	62	27	75	54	37
Gm29480	0	0	0	0	1	0	0
Ankmy1	3	1	1	3	2	3	2
Dusp28	34	4	20	29	38	26	10
5033417F24Rik	0	2	2	6	4	0	2
Rnpepl1	98	40	73	100	91	76	53
9430060I03Rik	6	3	7	5	3	12	2
Capn10	33	13	24	26	21	14	18
Gpr35	3	3	9	8	1	4	3
Aqp12	4	5	2	3	1	3	1
Kif1a	33	23	35	34	9	9	12
Gm28086	1	0	1	1	0	1	0
2310007B03Rik	1	0	0	1	1	1	0
Crocc2	0	0	2	2	3	0	0
Sned1	123	58	77	204	95	82	49
Mterf4	78	44	49	66	80	75	39
Gm28535	3	0	6	7	0	1	3
Gm7867	0	0	0	0	1	0	0
Pask	13	3	6	9	11	11	4
Ppp1r7	119	56	127	124	96	102	50
Hdlbp	488	229	423	451	362	338	205
Gm17415	25	17	13	18	12	11	15
02-Sep	6	3	0	13	10	11	2
Farp2	15	7	19	23	18	25	13
Gm37250	2	1	2	0	3	1	1
Stk25	180	77	137	146	140	121	70
Gm28536	0	0	1	0	0	0	0
Bok	125	72	118	161	97	102	49
Thap4	56	34	47	54	51	54	32
Gm10550	2	1	2	1	6	2	0
Atg4b	180	81	121	149	128	124	66
Dtymk	332	192	333	370	297	281	152
Ing5	66	37	63	58	49	52	37
Gm22089	1	0	0	2	0	0	0
D2hgdh	48	15	44	36	58	46	31
Gal3st2	0	0	1	1	0	3	0
Gm18666	9	0	2	6	5	3	3
Gal3st2b	1	0	0	0	0	0	0
Gm7889	0	0	1	0	3	1	1
Gal3st2c	5	0	6	0	14	12	5
Neu4	1	0	0	0	0	0	0
Pdcd1	7	2	8	5	14	13	3
Gm7895	3	0	3	1	2	0	0
Gm5264	0	1	0	0	0	0	2
Fam174a	78	28	66	71	57	60	30
BC055308	5	2	5	10	3	3	1
Gm15427	824	528	683	968	679	721	498
St8sia4	16	4	21	23	18	18	8
Gm37642	0	1	0	0	1	1	3
Gm22360	1	0	0	1	0	2	1
Gm1833	4	1	6	4	8	8	3
Panct2	0	0	0	0	0	0	0
Gm6430	103	46	89	88	68	65	46
D1Ertd622e	33	23	20	50	25	42	11
Ppip5k2	45	27	35	58	44	26	15
Gin1	36	22	50	71	49	48	22
Pam	109	37	72	106	127	131	67
Gm37140	2	2	2	6	4	3	1
Gm3531	28	7	29	40	37	27	8
B230216N24Rik	17	4	11	18	27	28	3
1810006J02Rik	8	0	3	4	2	3	0
Gm29462	1	0	3	2	2	1	1
Gm3555	0	0	0	2	1	2	1
Cnt0p5b	0	0	1	0	0	0	2
Tdpx-ps1	3	1	1	6	2	4	10
Gm19029	1	0	0	0	0	0	2
Gm29668	0	0	0	0	0	0	1
Gm29667	3	0	4	4	5	1	5
Psmb6-ps2	6	5	8	5	10	6	10
Gm28188	6	2	5	3	11	7	6
Gm28187	16	0	15	2	29	27	10
Gm37789	3	0	6	0	6	3	6
Cdh20	1	0	2	0	2	1	0
Rnf152	50	3	36	5	21	16	12
Gm17634	6	0	2	0	1	1	4
Gm3608	24	11	25	26	23	24	18
Pign	73	25	59	80	49	55	26
Gm28404	0	0	0	0	1	0	0
Gm20302	8	10	11	26	35	20	11
Gm8004	0	0	1	2	0	0	0
2310035C23Rik	67	28	28	64	66	60	34
Gm37566	5	3	7	4	5	4	2
Gm10193	6	0	2	1	2	5	2
Tnfrsf11a	5	3	8	8	7	4	1
Gm7160	5	5	9	6	8	2	4
Zcchc2	52	25	38	67	30	18	18
Gm37372	0	0	0	2	0	2	0
Gm20753	1	0	0	0	0	0	1
Phlpp1	18	12	23	44	17	21	15
Gm38235	6	3	2	4	1	4	2
Gm6651	4	3	0	0	4	3	4
Bcl2	34	30	39	78	37	32	20
D630008O14Rik	0	0	0	0	1	0	0
Gm37053	0	0	0	0	0	0	0
Kdsr	112	47	84	84	70	88	29
Vps4b	161	84	130	201	180	158	69
Serpinb5	0	0	0	0	0	1	0
Serpinb12	1	1	1	0	1	0	1
Gm15388	0	0	0	0	0	0	0
Serpinb11	0	0	0	1	0	0	0
Serpinb2	1	0	0	0	0	1	0
Serpinb8	8	4	2	9	7	13	4
Gm15389	1	1	0	3	0	0	0
Gm5702	0	1	0	0	0	0	0
Gm6679	0	0	0	0	0	0	0
Gm8141	9	10	15	19	18	19	23
Cdh19	1	0	0	1	0	0	0
Gm8173	5	1	4	5	4	1	3
Dsel	34	18	24	40	32	31	16
Gm6028	33	17	26	27	12	10	11
Gm6717	1	2	3	1	0	4	3
Cnt0p5a	44	1	32	3	15	17	13
Zfp813-ps	0	0	1	0	0	1	0
Gm28362	2	0	0	1	1	0	0
B020011L13Rik	0	2	0	0	1	0	0
Gm29106	0	0	0	0	0	0	0
Gm7200	0	0	2	1	0	0	0
Tsn	372	179	358	401	407	385	166
Nifk	109	47	81	113	89	84	52
Clasp1	82	35	77	90	94	63	36
2900060B14Rik	1	0	0	0	0	0	0
Tfcp2l1	12	9	13	10	10	9	6
Gli2	22	8	14	32	12	11	7
Gm26831	1	0	0	1	0	0	0
Gm3508	2	1	2	4	2	1	2
Inhbb	81	281	90	612	165	77	22
Ralb	72	49	63	87	67	54	45
Gm27184	2	1	1	5	1	1	1
Tmem185b	57	18	61	51	53	41	20
Epb41l5	53	32	44	87	62	73	36
Gm37219	1	1	0	0	0	2	2
Ptpn4	40	21	23	64	31	42	14
Gm3851	1	0	0	1	2	1	2
Gm37745	0	0	1	2	2	0	2
Gm29658	0	0	0	0	0	0	1
Tmem177	27	22	34	25	35	31	14
Cfap221	0	0	1	0	0	0	0
Sctr	1	0	1	0	1	0	0
Tmem37	88	15	52	35	92	84	33
Dbi	2301	873	2057	1424	1804	1684	1233
3110009E18Rik	18	19	20	29	32	23	15
Steap3	38	31	52	57	57	59	33
Marco	1	1	1	3	3	0	0
Insig2	102	49	73	67	98	100	47
Gm37174	1	2	0	3	0	1	1
Ccdc93	62	27	39	62	41	35	25
Gm8217	3	4	0	2	3	5	6
Ddx18	135	90	115	151	152	141	69
Gm8392	0	1	1	0	0	0	0
Gm28911	8	3	2	8	1	7	3
Dpp10	3	3	0	5	0	1	1
Gm37478	0	0	0	0	0	0	0
Gm28929	0	0	0	1	0	1	0
Actr3	279	112	244	247	268	271	144
Slc35f5	73	29	64	56	74	77	43
Gpr39	4	3	7	3	6	4	1
Lypd1	2	1	0	0	0	0	0
Nckap5	32	26	17	57	31	16	15
Gm37161	0	0	0	1	0	1	0
Gm37936	2	1	0	3	1	1	0
Gm38177	0	1	0	1	1	0	0
Mgat5	78	32	54	75	50	30	29
Gm37510	3	1	9	7	7	8	3
Gm8451	22	22	14	22	21	16	19
Acmsd	2	1	0	0	0	0	0
2900009J06Rik	8	0	10	6	9	8	2
Ccnt2	165	93	131	220	134	128	60
Map3k19	0	0	0	0	0	1	0
Rab3gap1	84	44	74	80	77	47	50
Zranb3	18	17	17	56	28	16	7
Gm28800	3	1	2	4	1	2	2
Gm38248	5	5	6	14	4	10	4
Rpl28-ps1	212	190	200	341	326	381	148
Gm37625	0	0	0	0	0	1	0
Gm38026	1	3	0	0	1	0	0
R3hdm1	134	100	133	241	153	151	74
Gm29383	0	0	0	0	1	0	1
Gm37588	0	0	0	1	1	0	0
Gm37868	2	0	0	3	0	2	1
Gm37407	8	9	6	12	11	9	2
Ubxn4	292	111	220	254	288	311	171
Lct	1	0	0	0	2	0	0
Mcm6	113	84	100	195	107	94	49
Dars	176	94	146	186	202	212	100
Gm6170	21	3	15	13	20	16	15
Cxcr4	54	8	53	26	20	38	20
Thsd7b	9	0	10	1	21	28	12
Gm38240	0	0	0	1	0	2	0
Gm36951	1	0	0	0	1	0	0
Gm15790	0	0	0	0	0	0	1
Rpl31-ps9	4	11	9	17	10	8	7
Gm37479	0	0	1	0	0	1	1
Gm37064	0	0	0	0	2	2	1
Gm37278	0	0	0	0	1	0	0
Gm29428	0	0	0	0	0	1	0
Cd55b	0	1	0	1	0	0	0
Gm15674	1	0	0	0	1	0	0
Gm15675	9	5	3	11	6	5	3
Cd55	101	25	77	69	65	64	32
Gm16083	0	1	2	0	1	0	1
Gm37109	0	0	1	2	2	1	0
Gm37283	1	3	2	2	2	0	0
Zp3r	2	0	0	0	0	0	0
C4bp	1	0	0	0	1	0	0
Gm29427	0	0	0	0	0	0	1
C4bp-ps1	0	0	0	1	0	1	0
Pfkfb2	26	17	15	20	20	20	5
Yod1	18	16	21	29	20	30	18
AA986860	11	3	8	15	5	9	3
Gm28857	1	0	1	1	2	2	0
Pigr	2	1	0	3	0	8	0
Fcmr	1	0	1	2	1	4	1
Il10	0	1	0	0	0	0	0
Mapkapk2	188	77	153	150	106	119	60
Gm37084	5	1	2	6	9	3	2
Dyrk3	4	3	2	8	9	8	0
Eif2d	98	47	63	98	72	72	27
Rassf5	13	10	11	24	11	4	7
Ikbke	37	17	31	30	16	11	5
Gm28913	1	3	1	2	0	2	1
Srgap2	72	29	60	82	53	51	34
Gm38262	2	1	0	1	2	1	0
Gm37954	1	1	3	5	4	2	0
Gm29488	2	0	1	1	3	1	0
Gm29487	0	1	1	0	1	0	0
Gm24273	1	0	0	0	0	0	0
Fam72a	13	1	7	8	7	5	4
Ctse	1	1	0	1	0	0	1
Rab7b	95	46	78	79	95	75	47
Slc26a9	1	0	1	1	0	1	0
Pm20d1	3	4	7	14	7	2	1
Slc41a1	116	51	98	130	61	62	37
Rab29	81	20	79	58	71	55	24
Nucks1	159	99	177	211	185	202	83
Gm38067	0	0	0	0	2	2	0
Gm37676	30	20	23	75	108	90	31
Slc45a3	161	96	141	242	39	21	23
Elk4	106	52	91	145	98	83	56
Mfsd4a	156	60	136	152	178	148	59
Gm26892	1	0	0	1	1	2	1
Gm37120	3	2	2	0	2	0	1
Cdk18	31	21	19	49	14	7	6
Gm29629	0	0	0	3	0	0	0
Lemd1	0	1	0	0	0	0	0
Gm7241	1	0	0	1	1	0	0
Klhdc8a	54	2	38	7	11	3	2
Nuak2	8	0	7	10	5	5	4
F730311O21Rik	1	1	0	0	0	0	1
Tmcc2	15	5	5	10	5	4	4
Gm15849	0	0	0	1	1	0	0
Dstyk	81	55	53	114	78	71	30
6030442K20Rik	7	2	7	10	10	2	2
Rbbp5	52	19	48	46	48	34	22
Tmem81	10	3	4	8	4	5	2
Cntn2	3	1	1	2	0	0	1
Nfasc	1	2	1	1	0	3	0
Lrrn2	16	6	12	30	17	14	2
Mdm4	158	91	126	226	123	110	58
Gm29257	18	11	13	27	22	30	27
Pik3c2b	12	7	12	13	15	13	11
Gm28609	1	0	0	0	0	0	1
Gm26616	3	0	1	3	2	2	1
Ppp1r15b	92	34	80	90	73	61	24
Plekha6	11	2	5	4	7	2	3
Gm19461	13	3	4	10	4	5	2
Kiss1	0	0	1	0	3	0	1
Ren1	140	1	126	9	102	68	51
Etnk2	211	46	155	151	61	70	45
Sox13	13	3	9	17	5	12	9
Snrpe	573	387	492	704	624	658	327
Gm26706	0	0	1	0	1	0	0
Zc3h11a	10	3	12	18	6	14	1
Gm38394	4	0	4	5	5	0	1
Lax1	2	3	4	5	0	1	1
Atp2b4	87	52	94	103	96	83	40
Gm37368	0	0	0	3	0	4	1
Optc	0	1	2	2	3	4	0
Gm15851	4	5	7	9	3	4	2
Prelp	57	24	49	94	60	29	15
Fmod	18	9	9	34	7	9	5
Btg2	136	27	104	50	75	72	31
Gm38140	0	0	0	0	0	0	0
Gm8618	1	0	1	3	9	5	8
Chit1	2	0	0	0	1	2	0
Chil1	1	0	1	3	1	1	2
Mybph	3	0	0	1	8	3	5
Adora1	83	12	98	37	159	107	72
Ppfia4	18	5	12	14	3	9	5
Tmem183a	64	21	73	67	57	68	26
Cyb5r1	129	58	103	157	95	79	50
Adipor1	215	93	135	191	173	164	94
Gm37935	0	0	0	0	1	0	0
Klhl12	81	38	53	101	71	71	24
Rabif	105	32	89	90	99	90	52
Gm25612	0	0	0	0	0	1	0
Gm15454	1	1	4	4	6	2	3
Kdm5b	110	32	93	121	117	105	60
Syt2	2	1	0	5	2	5	1
Ppp1r12b	106	61	94	145	137	112	61
Gm37949	6	5	7	12	9	1	3
Gm37677	8	3	2	8	6	3	0
Ube2t	22	25	21	40	24	16	5
Lgr6	18	8	9	45	5	11	8
Ptprv	16	9	6	12	15	10	9
Gm10535	1	0	1	0	0	0	0
Ptpn7	3	4	9	7	8	8	2
Arl8a	67	24	59	80	56	62	21
Gm26280	3	0	1	1	1	1	0
Gm15445	3	3	4	0	1	3	0
Gpr37l1	0	1	0	0	0	0	0
Gm4204	42	21	35	69	44	42	21
Gm26642	1	2	0	0	3	4	0
Elf3	5	2	0	6	1	2	3
Rnpep	107	41	105	107	99	81	25
Timm17a	367	146	341	269	302	310	180
Lmod1	34	19	48	58	54	52	23
Shisa4	100	11	97	20	75	110	31
Ipo9	141	65	123	152	87	80	42
Gm28277	1	0	0	1	0	0	1
0v1	139	42	123	103	149	135	57
2610012C04Rik	1	3	2	2	3	2	1
Gm37333	13	2	6	6	10	13	11
Gm4793	3	0	1	1	1	0	0
Gm38399	14	3	13	9	11	9	1
Csrp1	273	71	245	237	184	247	128
Phlda3	57	22	51	31	45	38	19
Tnni1	12	4	7	10	6	7	4
Lad1	1	0	1	2	1	0	0
Tnnt2	7	14	21	39	14	28	7
Gm28883	1	3	1	4	2	2	1
Igfn1	0	0	0	0	0	0	0
Tmem9	281	132	233	286	263	242	116
Cac01s	1	0	2	10	1	0	0
Kif21b	9	7	6	8	2	4	3
Mroh3	1	0	0	0	0	0	0
5730559C18Rik	2	0	1	0	2	0	1
Camsap2	54	21	45	53	46	63	25
9230116N13Rik	1	2	4	4	5	2	1
Ddx59	43	14	18	39	21	20	7
Kif14	6	3	6	7	6	8	7
Gm29486	2	1	1	1	1	1	1
Gm29485	3	0	1	4	4	2	5
Platr23	0	0	0	1	2	1	1
Zfp281	76	23	54	68	74	72	43
Gm19705	44	5	38	2	32	44	20
Platr22	4	0	1	0	0	1	1
Gm24086	0	0	0	0	0	1	0
Gm8762	5	0	1	1	3	2	6
Gm29718	6	5	2	11	3	5	4
Nr5a2	294	183	231	380	168	290	116
Gm4258	4	2	6	10	6	4	5
Gm37298	8	2	1	3	8	3	3
Gm26979	1	0	4	6	1	3	0
Gm37124	6	2	5	3	8	3	5
A130050O07Rik	6	0	3	4	7	2	2
Gm26930	2	2	0	1	1	0	0
D130019J16Rik	3	1	2	5	4	4	2
Gm37534	4	0	2	7	4	4	0
A430106G13Rik	10	3	9	20	7	3	2
Gm37632	0	2	2	0	0	0	0
Ptprc	39	38	27	58	28	34	10
A130071D04Rik	2	2	2	7	4	5	2
Nek7	141	77	113	174	124	147	49
Gm28501	1	0	0	1	1	2	0
Gm37080	3	1	1	3	2	2	1
Gm37101	10	6	4	9	4	6	3
Lhx9	23	6	14	16	6	11	7
2310009B15Rik	109	47	91	110	93	99	49
Gm37045	0	1	3	2	0	0	1
Dennd1b	81	41	71	99	109	81	40
Gm37423	3	3	0	2	7	5	4
4930596I21Rik	1	2	2	7	6	2	1
Gm18553	1	0	2	2	0	0	0
Gm16305	2	0	0	1	1	0	2
Gm37470	4	1	1	8	9	6	5
Gm43544	7	5	10	16	16	14	4
Gm37655	2	0	0	3	4	3	0
Gm16304	0	0	0	0	0	1	0
Gm37718	5	8	9	17	22	20	9
Crb1	3	4	2	7	0	3	0
Zbtb41	76	28	53	69	94	62	30
Aspm	43	30	47	61	50	52	15
Cfhr1	2	1	0	2	1	1	5
Gm4788	7	3	8	10	6	3	5
Cfhr2	5	8	8	7	10	10	7
Gm16332	31	13	19	31	17	21	20
Gm5837	5	3	5	4	3	1	2
Gm5834	6	0	5	3	2	4	0
Gm38266	3	1	9	3	4	5	4
Gm26048	3	0	0	2	4	2	1
Gm38019	3	0	0	1	1	0	1
Cfh	1276	720	1129	1658	1111	1111	593
Kcnt2	44	33	35	92	46	36	12
Gm37777	11	7	10	17	8	4	1
Gm37599	2	2	3	10	9	5	5
Gm5835	6	2	7	6	7	10	7
Cdc73	136	47	134	108	101	115	48
B3galt2	11	4	7	15	9	8	4
Gm6397	61	33	79	69	67	68	26
Glrx2	213	77	171	162	149	145	76
Trove2	120	34	107	109	154	107	55
Uchl5	146	66	131	133	157	143	62
Gm29170	2	0	0	5	4	2	2
Rgs2	751	318	645	906	413	407	234
Rgs13	2	8	1	71	2	2	1
Rgs1	6	5	1	10	3	0	0
Gm7266	1	1	0	1	3	1	1
Rgs18	4	2	2	5	4	5	2
Gm28392	1	0	0	0	0	0	2
Gm5263	0	3	1	7	3	5	9
Brinp3	0	0	2	0	0	2	0
Gm15583	4	4	3	13	4	9	4
A230059L01Rik	3	1	0	4	1	3	1
Gm4034	0	0	0	0	2	0	0
Pla2g4a	47	33	42	55	48	35	18
Ptgs2os	0	0	2	1	1	0	0
Ptgs2	27	2	22	0	0	4	3
Gm9687	0	0	0	2	0	1	1
Ptgs2os2	4	0	10	0	1	2	1
Rbm3-ps	16	4	5	8	9	11	4
Gm4322	0	0	2	2	4	0	1
Pdc	0	1	1	0	0	0	0
BC003331	127	45	117	134	134	124	68
Tpr	347	152	275	415	352	324	186
Prg4	2	4	2	9	2	4	5
Ska2l-ps	0	0	0	0	1	0	0
Hmcn1	33	14	24	24	42	21	13
Gm20631	0	0	0	0	0	1	1
Gm10138	8	14	6	37	12	12	6
Ivns1abp	249	357	205	824	267	219	130
Swt1	118	50	89	150	111	103	54
Trmt1l	126	54	116	182	118	131	54
Mir7682	2	0	2	1	0	0	0
Gm37893	19	11	21	32	31	18	10
Rnf2	97	52	101	113	93	94	37
Gm36527	1	0	3	1	1	2	1
Gm19503	1	0	3	2	2	1	4
Fam129a	191	49	197	126	352	279	186
2810414N06Rik	4	3	7	10	6	10	6
Edem3	143	46	112	108	117	107	47
1700025G04Rik	62	19	48	62	27	46	17
Tsen15	92	48	102	122	91	92	43
Colgalt2	17	13	12	37	11	16	9
Rgl1	38	14	21	34	30	36	15
Gm7278	0	2	3	1	0	1	0
Gm28792	0	0	0	1	0	0	0
Arpc5	385	140	383	313	430	373	194
Ncf2	48	36	34	62	24	27	7
Smg7	62	32	39	73	45	35	25
Gm28791	11	3	2	12	12	13	4
Gm8976	1	0	2	1	1	2	1
Nm0t2	2	1	1	3	1	1	0
Lamc2	11	1	4	4	1	5	2
Lamc1	185	79	178	147	133	154	70
Gm38009	8	2	4	14	8	7	2
Gm8818	2	1	0	6	7	7	2
E330020D12Rik	5	8	3	9	3	6	1
Shcbp1l	0	0	0	4	1	0	0
Dhx9	301	158	275	368	218	192	111
Npl	43	8	38	29	25	33	14
Gm6652	1	1	0	1	1	3	0
